Time,Subtitle,Translation
1:22:58,（美波） あ！　須藤さん！　 須藤さんに挨拶せんと,I have to say goodbye to Sudo!
1:23:01,（樋口）須藤くん…,"Sudo, he's..."
1:23:03,（美波） あっち？　 あ ちょっと 行ってきます,I'll be right back!
1:23:10,（美波）須藤さ～ん！,Sudo!
1:23:15,お世話になりました,Thanks for all your help.
1:23:18,（須藤）お疲れ様,My pleasure.
1:23:19,（美波） えっと 研究 頑張ってください 北九州に行かれても,Good luck with your research... even if you end up in Kitakyushu.
1:23:27,（須藤）残るよ （美波）え？,I'm staying.
1:23:29,（須藤）残るって決めた,I decided to stay.
1:23:32,“研究にはゴールがない”,There is no final goal in research.
1:23:36,“引き継いでいくものだ” 君の言葉で,You pick up where others left off... just like you said.
1:23:40,（美波） えっへ え マジすか？　 えへへ,Seriously?
1:23:44,（須藤）腰が引けてたんだ,I was intimidated.
1:23:46,樋口教授は 飼育から研究から―,"Professor Higuchi does it all, from research and raising fish,"
1:23:49,ここの経営から マスコミの広告塔まで,"Professor Higuchi does it all, from research and raising fish, to running and promoting the institute."
1:23:52,マルチプレイヤーでしょ,to running and promoting the institute.
1:23:54,そんなすごい人の 後継者を目指すなんて,How could I take over from someone so amazing?
1:23:57,（美波）あは 大丈夫です,You can do it.
1:24:00,マグロも喜びます,The tuna will be delighted.
1:24:02,フフ　 あ それ新しい研究ですか？,Is that your new research?
1:24:06,ああ 形態調査だよ,"Yeah, it's a morphology study."
1:24:09,これはマグロの骨折,This is a tuna bone fracture.
1:24:11,これはカンパチの顎,This is an amberjack jaw.
1:24:13,（美波）顎？,A jaw?
1:24:15,顎の形が異常だと 餌が摂取しにくくて 発育が悪くなる,Their growth slows when they can't eat very well due to a deformed jaw.
1:24:20,市場価値も下がって 高く売れないし,"Plus, they won't fetch a high price."
1:24:22,病気を疑われて 購入されないケースも多い,They often won't sell because they look sick.
1:24:25,病的な原因でないと 明確になれば 見た目が悪くても 食卓に上がることはできる,"By showing they're not sick, they'll sell even if they don't look perfect."
1:24:30,（美波） あー あれですね あの― 曲がったキュウリでも 味は一緒,Like how a crooked cucumber tastes like a straight one!
1:24:34,（須藤）そう （美波）フフッ,Right.
1:24:37,ロスをなくすことは 生産者にとっても 消費者にとっても,"Reducing losses is the best course of action for producers, consumers,"
1:24:41,魚にとっても ベストなんだ,and for the fish too.
1:24:44,せっかく 元気に育った子が,"They grew up healthy and strong,"
1:24:47,見た目で捨てられるって かわいそうでしょ,so it seems cruel to abandon them just for how they look.
1:24:56,ヤバい…,This is bad.
1:24:58,え ちょっ ヤバい ヤバい ヤバい,Really bad!
1:25:03,今頃…好きになりそう,I think I'm starting to fall for you.
1:25:08,（須藤）えっ？,What?
1:25:13,ごめん…,Sorry.
1:25:15,そういうのは 興味が…,I'm not interested in...
1:25:17,（美波）ない…ですか？,You're not?
1:25:19,え 恋愛より研究？,Research over love?
1:25:24,え あの ほんまに 興味ゼロですか？,You really have zero interest?
1:25:27,え 私のこと嫌いですか？ え １回試しに デート行ってみません？,You don't like me? How about one date just to see?
1:25:33,あはは ですよね～ いや さすが須藤さん ストイック かっこいい～,"Right... You're so stoic and cool, Sudo!"
1:25:38,えへへ 筋 通ってます,Makes total sense.
1:25:41,えへへ　いや なんかすいません 勝手に盛り上がっちゃって,Sorry about that. I got a little carried away.
1:25:46,えっと 頑張ってくださいね,"Anyway, I wish you the best of luck."
1:25:49,えへへ　さよなら～ へへへ,Goodbye.
1:25:55,（須藤）あ ちょ…,Wait.
1:26:02,興味は… ないけど,I'm not... interested.
1:26:09,君の… 世界の見方は…好きなんだ,But... I like how you see the world.
1:26:21,やっぱ… 原石,He is a diamond in the rough.
1:26:37,また来ます！,I'll be back!
