Time,Subtitle,Translation
53s,“いや 飽きた”,I'm bored.
55s,（侑哉）飽きたね （奈緒美）飽きた？,-I've had enough. -Bored of it?
56s,（侑哉）俺は もうとっくに フフフ,For a while now.
59s,（侑哉）まっ デートじゃねえし これ （奈緒美）フフフ…,But this isn't a date.
1:02,（奈緒美）これ何？ （侑哉）遊び,"-What is it, then? -We're hanging out."
1:05,（侑哉）暇潰し （奈緒美）うん,Just killing time.
1:07,（徳井(とくい)）ちょっと あの言葉はな,-His choice of words... -He was a little cold.
1:09,（馬場園(ばばぞの)）冷たかったですね （徳井）別に悪気はないやろうけど,"-His choice of words... -He was a little cold. I'm sure his intentions aren't bad, but..."
1:12,あまりにもチョイスが悪いな （山里）思いやりがなさすぎたと,-it was a poor choice. -It wasn't considerate.
1:15,さらに事件は 続くわけでございまして,And the troubles continue.
1:18,エリック 侑哉 奈緒美 エビアンでですね,"Eric, Yuya, Naomi, and Avian"
1:19,奈緒美がサーフィンを覚えるために みんなでサーフィンに行こうっていって,all went surfing so Naomi could learn.
1:23,でも奈緒美をほっといて 男性陣 エリックと侑哉は,But Eric and Yuya left Naomi
1:27,全く自分のほうには見向きもせず ひたすらサーフィンを楽しんで,so they could enjoy themselves and surf alone.
1:31,何かちょっとさみしいな ぐらいの気持ちだったんですけども,She felt a little sad about that.
1:34,そこに驚愕の事実が,But the terrible truth is revealed...
1:36,（YOU）夜ね （山里）はい,-In the evening. -Yes.
1:38,（ﾛｰﾚﾝ）前の夜に エリックが,The night before you went surfing...
1:40,“奈緒美 行かないほうがいい” って言った,"Eric said, ""It would be better if Naomi weren't coming."""
1:44,（ｴﾋﾞｱﾝ）来てほしくないみたいな？,Like he didn't want her to come?
1:46,楽しくなくなる って感じ…,He said it wouldn't be fun.
1:49,そうなんだ,I see.
1:50,（徳井）エリックはそんなヤツじゃ ないと思ってたけどな,I didn't think Eric was that kind of guy.
1:54,普通に あの… （馬場園）そうですよ （山里）そうですよ （徳井）大人で,I thought he'd be mature...
1:57,いろんなこと 周りのことも 気遣えるヤツやと思ってたけどな,and be able to pick up on how people feel.
2:00,（山里）最年長で まとめる… （YOU）全然違った,"-Yeah, he's the oldest. -He wasn't at all."
2:01,（山里） お兄さん的な感じかと思いきや,And thought he'd be like a big brother.
2:03,もう終わってるな？ 健太郎(けんたろう)な？ あれ終わってるな？ （健太郎）終わってますね…,"-He's done for, right, Kentaro? -He's... Yes."
2:07,健太郎の口から聞かせてくれ 終わってるな？,"I wanna hear you say it. He's done for, right?"
2:09,お… はい はい （笑い声）,"Yes, he's... Yes."
2:11,（山里）言ったね？ （YOU）悪者にしたよね,-You said it. -Is he trying to make him look bad?
2:13,（山里）言ったね （YOU）逮捕するつもり？,-He said it. -He's noting the time!
2:16,逮捕できないよ,You can't arrest him.
2:25,（山里）エリックの ラストチャンスが今日です,Today is Eric's last chance.
2:28,この返答によっては もう エリックは取り返しの つかない状態になるかと,"Depending on his response, he may burn bridges."
2:32,（YOU）嫌われちゃうね,He'll be hated.
2:33,初めてローレンの魔術が 見れるかもね,Maybe we'll witness Lauren's witchcraft for the first time.
2:37,ローレンがこう ク～…,Lauren's going to be like...
2:39,（山里）そしたら… 毎日 絵描いてた あのヤツらが出てきて…,And her drawings will come to life.
2:45,（徳井）ツノ生えた？ （山里）ツノ生えたヤツと （YOU）うわ～！,"-The ones with the horns? -Yeah, the ones with the horns."
2:47,リアルな牛たちが出てきて （馬場園）怖い怖い怖い,-Strange bugs will come. -Scary!
2:50,っていうか もう今度 寝る時間 宣言したら 本当 チェンジだからね！,"If he announces his bedtime again, we're replacing him."
2:55,ＹＯＵさん 多分 エリックに対しての怒りのポイント そこじゃないんですよ,I'm sure that's not what she's mad about.
7:06,（ｴﾘｯｸ） まだ バスケ見てるの？,Still watching basketball?
7:07,バスケ見てる　ＮＢＡ,I am. The NBA.
7:11,（ｴﾘｯｸ）何かさ この前 あの…,You know the other day...
7:15,サーフィン行った時さ うん,-when we all went surfing together? -Yeah.
7:18,（ｴﾘｯｸ）あっ ここ座る？,Would you like to sit here?
7:20,（奈緒美）オーケー （ｴﾘｯｸ）ちょっと遠いし,-Okay. -You're a bit far.
7:32,何かね あの…,So...
7:34,この前 サーフィン行った時,when we went surfing...
7:37,何か 俺 全然こう… 奈緒美の,I really didn't take into consideration...
7:42,気持ちを 把握しないところがあって,what you were feeling.
7:46,あとから俺が言ったことを 多分 知った時に,When you heard what I said earlier...
7:50,“あの時 ほんまに いてほしく なかったんや”って思ったと思うねん,I'm sure you thought... that I didn't want you there.
7:55,（ｴﾘｯｸ） それは むっちゃ悪いと思ってるし,I feel really bad about that.
7:58,エビアンがおったから 俺も 変に安心してるとこが あったやんか,"Since Avian was around, I assumed you'd tag along with her."
8:04,だから それ ほんまに 申し訳なかったなと思って,I'm really sorry about that.
8:09,結構 傷ついてることも 俺 知らんかったから,I didn't realize you felt hurt.
8:14,そう それをちょっと 言いたくて,I just wanted to tell you that.
8:19,ありがとう,Thank you.
8:21,奈緒美が気にくわへんから 言ったことじゃないし,I don't want you to think that I don't like you.
8:27,よかった,I'm glad.
8:30,大丈夫？ （奈緒美）うん,-You're okay? -Yeah.
8:38,（奈緒美）ちょっと待ってね （ｴﾘｯｸ）うん うん…,-Hold on a second. -Yeah.
8:40,大丈夫やで ゆっくりで,It's okay. Take your time.
8:44,（奈緒美） 日本から ハワイに来て,Coming to Hawaii from Japan...
8:50,今…,Right now...
8:52,身の周りの友達って,the only friends I have...
8:56,このテラスハウスしかなくて,are the people in Terrace House.
8:59,ここの人と…,So if I can't get along...
9:03,仲良くできなかったら,with the people here...
9:06,誰も 仲良く…,then... I'm not going to have any friends.
9:10,できる人が いないから,I'm not going to have any friends.
9:16,サーフィン…,it was my first time surfing.
9:18,初めてで 本当は怖かったけど,it was my first time surfing. I was really scared.
9:22,こっちに来て 泳ぎも全然 最初はできなかったけど,I couldn't really swim when I first came.
9:26,毎日 プールで練習したりして,But I've been practicing in the pool every day.
9:28,（ｴﾘｯｸ）ああ してたな （奈緒美）少しでも 足手まといにならないように,-You have. -I didn't want to slow everyone down.
9:33,頑張ってクロールとかも 練習してて,I even practiced freestyle.
9:36,だから…,So...
9:38,多分 １人で遊びたい派っていうのは すごい分かったんだけど,"Well, I understand that you're the type who prefers to do things alone."
9:45,一緒にサーフィンとか…,But I'd like to surf.
9:48,サーフィンだけじゃなくても 楽しみたい,"Not just surf, but enjoy other things with you, too."
9:52,（ｴﾘｯｸ）ああ もちろん もちろん,"Oh, of course."
9:54,みんなで それは 楽しもう,We can all enjoy it together.
9:59,次は よろしくお願いします （ｴﾘｯｸ）うん もちろん,-Please bear with me next time. -Of course.
10:03,ごめんな （奈緒美）ううん,I'm sorry.
10:05,泣くつもりは全くなかった,I didn't mean to cry.
10:08,ごめん,I'm sorry.
10:10,いや ちょっとな 男の傲慢なとこが出… …がすごい強いな この子は,He's arrogant in a way that's typical of men.
10:15,謝るっていう場を設ける時に 向こうを呼びつけるって （馬場園）ねえ,He called her over even though he's doing the apologizing.
10:19,あれは絶対行くけどな （馬場園）そうですよ,-Usually you go to the other person. -Yeah.
10:22,欧米だと ああなの？,-Is that how it is in America? -I don't think that matters.
10:24,（馬場園）欧米関係ないと思いますよ （YOU）関係ないよね？,"-Is that how it is in America? -I don't think that matters. -It doesn't, right? -Yeah."
10:26,（馬場園）はい だって 人が作業やってんのに,"-It doesn't, right? -Yeah. She's doing something, but he called her over because it's far."
10:28,“こっち来る？ 遠いし”って,"She's doing something, but he called her over because it's far."
10:31,遠いのは お前の都合であって,It's far for his own purposes.
10:34,己が遠いとこに ポジションとったんだろうが,He's the one who sat there.
10:36,あの横にイスあったからな パソコンの横に,-Wasn't there a chair next to her? -There was.
10:38,悠介(ゆうすけ) あそこ座ってましたからね 前は うわ… マジありえない,-Yusuke sat there before. -Seriously? Unacceptable.
10:42,（山里）で また奈緒美の涙の あの…,And what Naomi said when she was crying...
10:45,ねえ 発言の時の… 確かに言われりゃそうですよね,And what Naomi said when she was crying... It's true. She's come from Japan entirely on her own.
10:47,あの子は日本から たった１人 （山里）たった１人で来て,It's true. She's come from Japan entirely on her own.
10:51,このメンバーから嫌われたら もう終わりなわけじゃないですか,"So if the other members don't like her, it's all over for her."
10:55,（徳井）ちょっと一緒に お酒 飲んだりとかして やってて ちょっと こう…,"And they've shared drinks together, talked and..."
10:59,本当じゃーん （徳井）理解し合えるかなと思ってた人に,"-That's right. -Just as she started to get to know him,"
11:02,そんなふうに思われてたん？ ってなったら ちょっとキツいもんな （馬場園）本当や,hearing that he felt that way would be tough on her.
11:06,何だよ ローレンとエビアンの あのサバサバしてる解決策,"Man, why did Lauren and Avian solve that so unenthusiastically."
11:10,“じゃ ハグしようか” “ハグはイヤだから コーヒーをハグとしよう”,"Should we hug? ""No, let's have coffee and call it a hug."""
11:13,何だよ それ （笑い声）,What's with that?
11:15,何なんだよ （YOU）でも でも！,"-What's with that? -But, but..."
11:16,（YOU）でも ちゃんと言って,"-What's with that? -But, but... they clearly said they thought what he did wasn't right."
11:20,それは違うと思ったのよって 言って,they clearly said they thought what he did wasn't right.
11:24,あれはいい… ああいう感じ なんじゃないの？ 欧米的には,That was good. It was very American.
11:27,欧米式ですよね 解決 （YOU）欧米式,It was a very American solution.
11:29,（山里）エリックが サラッと逃げちゃいましたね （馬場園）ねえ （徳井）逃げちゃったっていうか,-It feels like Eric got away with it. -I don't know about that.
11:33,言われた時のリアクションとしては,-It feels like Eric got away with it. -I don't know about that. Eric's reaction to what they said was fine.
11:35,エリックは 別にあれで 全然いいんでしょうけどね,Eric's reaction to what they said was fine.
11:38,そこまで自分が 悪いと思ってないっていうか,It didn't seem like he really felt that bad.
11:42,根本的に分かってないよね 何がどう悪かったのかっていうのが,He probably doesn't really understand what the problem was.
11:46,しみてないもんね,It hasn't sunk in.
11:47,泣きはじめても “ゆっくりでいいよ”みたいな,"Even when she cried, he said, ""Take your time."""
11:50,（徳井）そうそう！ そうやねん “ゆっくりでいいよ”じゃねえ,"Yeah, it's like, what do you mean? You're the one making her cry."
11:52,お前が泣かしとんねん！っていう （YOU）分かる！,"Yeah, it's like, what do you mean? You're the one making her cry. -I know! -""Take your time."" No, that's not it."
11:54,（山里）あー 本当だ （徳井）“ゆっくりでいいよ” （馬場園）“大丈夫 大丈夫” （徳井）違う違う,"-I know! -""Take your time."" No, that's not it."
11:57,うーわ 絶対セックス合わないわ,He wouldn't be a good lover.
11:59,（徳井）あー セックス下手ですよ （YOU）ねっ そういうタイプでしょ？,"-Yes, that type. -Right? That type."
12:01,（YOU）“何だ それ”みたいな （徳井）自分だけ グワー動いて （YOU）そう！ （徳井）“気持ちよかった”言うて,"The type that just bangs and then says, ""That was good."""
12:04,“最高だったよね？”って言われて （徳井）最高じゃねえよ お前 “何がだよ バカ野郎”みたいな,"Yeah, like, ""That was great, baby."" It's like, are you an idiot?"
12:07,“私 イッてねえよ まだ”みたいな （YOU）あっ 分かる！,"-Like, ""I haven't gotten off yet."" -Exactly!"
12:09,トリちゃーん！,Torichan!
12:11,（馬場園）トリちゃーん！ （山里）トリちゃーん！,-Torichan! -Torichan!
14:02,（奈緒美）昨日 一緒に 履歴書 作ってくれたやんか （悠介）作ったね,-You helped me with my résumé yesterday. -Yeah.
14:06,ありがとう あれのおかげで 今日ね 結構いい感じに できたと思うよ,"Thank you for that. Thanks to you, I think it went well today."
14:10,ああ よかった 何とかなって 本当に,I'm glad it went well.
14:13,３年いるのに 全然分かんない単語 めっちゃ多かったから,"I've been here for three years, but there were many words I didn't know."
14:17,（奈緒美）ああ ああ… 難しかったね,"-It was hard, wasn't it? -Yeah."
14:19,（悠介）うん 難しかった （奈緒美）履歴書の言葉って難しかった,"-It was hard, wasn't it? -Yeah. Résumé vocabulary is difficult."
14:22,（悠介）作ったことなかったから （奈緒美）うん,"-I'd never written one before, so... -Yeah."
14:24,バイトは もう近い？,Are you starting your job soon?
14:26,もう始めた？ （奈緒美）え？ え？ 何を？,-Have you started already? -What? No.
14:28,（悠介）いつからだっけ？ （奈緒美）ううん 電話で 受かったかどうか 今度 電話が来て,-When do you start? -They're going to call me to let me know.
14:32,受かれば そこで いつから働くか,"If I get the job, they'll tell me when I start."
14:37,（悠介）そっか そっか （奈緒美）って感じだね,-I see. -Yeah.
14:40,（ｴﾘｯｸ）ハンバーグって こんなもんやんな？,"This is how you make a burger, right?"
14:43,（侑哉）そんなもん…,I think so.
14:44,まあ もっと混ぜるけど,"Well, I think you mix it more, but..."
14:47,自分の弁当を作るっていう,I'm making my own lunch.
14:49,さみしいね （ｴﾘｯｸ）さみしい,"-That's sad. -Yeah, it's sad."
14:51,（侑哉） 作ってもらえる人がいないっていう,There's no one to make it for you.
14:54,（侑哉）どうだった？ 昨日 ２人で話して,How did the talk go yesterday?
14:58,（ｴﾘｯｸ）奈緒美と？ （侑哉）そうそう 話してたんでしょ？,"-With Naomi? -Yeah, you talked, right?"
15:00,（ｴﾘｯｸ）話してたよ すごい… 泣きだして びっくりした,"We did. She started to cry, and that surprised me."
15:04,久しぶりに泣かれた,It's been a while.
15:06,（侑哉）女の子に？ （ｴﾘｯｸ）女の子に,-Since a girl cried in front of you? -Yeah.
15:08,泣かしたな （ｴﾘｯｸ）俺 あんまり…,-You made her cry. -I don't really...
15:11,（ｴﾘｯｸ）すごい 奈緒美って 女の子っぽいやんか,"-Naomi's really girly, right? -Yeah."
15:14,結構 周りにいる友達って すごい サバサバしてるから,All of my friends tend to be frank.
15:19,その点 エビアン 楽だよね,Avian is easy in that sense.
15:21,（ｴﾘｯｸ）結構 そやな 顔に出るし あの子 （侑哉）出る　すぐキレる,"-Yeah, she's easy to read. -Yeah. She's got a temper."
15:26,（ｴﾘｯｸ）ほんまにムカついてる時の顔 むっちゃ何か… ちょっと怖いもんな,She can look really scary when she's mad.
15:30,謝んなきゃ やられそうな感じする,"Like, she'll kill you if you don't apologize."
15:33,ローレンも （ｴﾘｯｸ）ハハハ…,"Lauren, too."
15:35,ローレンは一番怖いね,Lauren's the scariest.
15:37,でもすごい頭いいわ やっぱ ローレンは,Lauren is really smart.
15:40,俺 ああいう話しできる子 好きやで,I like girls who speak their minds.
15:43,本当に？,-Really? -Yeah.
15:45,何か真剣な会話もできる子 （侑哉）ああ,Girls who can have a serious conversation.
15:49,（悠介）あと２日かな？,"-Two more days, I think. -That's right."
15:51,（奈緒美）そうだ （悠介）２日で （奈緒美･悠介）秋休み,-Two more days until the break. -Fall break.
15:53,えー？ もう？ （悠介）１週間だけだけど,"-Oh, already? -It's only a week, though."
15:56,あっ １週間だけなの？ ２～３ヶ月ぐらいあるのかと思ってた,-Only a week? -Yeah. -I thought it'd be two or three months. -That's summer break.
16:00,それ夏休み （奈緒美）アハハ,-I thought it'd be two or three months. -That's summer break.
16:02,次はいつ？ あれ…,When's your next...
16:04,この… 何か ないの？ イベントみたいな,"You know, for this? Is there an event or something?"
16:07,（悠介）多分 今週の 金曜日ぐらいに小学校で,"This Friday, at an elementary school."
16:12,（悠介）カハラかな？ カハラ… （奈緒美）あっ カハラ？,-Kaha... -Kahala?
16:14,…の小学校かな？ 確か,An elementary school. -I think that's it. -Friday?
16:16,（ｴﾋﾞｱﾝ）金曜日？ （奈緒美）行きやすいな,-I think that's it. -Friday?
16:17,行きたい （奈緒美）ねえ 私たち行っていいの？,-I'd like to come. -Right? Can we come?
16:20,（悠介）いいんじゃない？ 全然 うん,I'm sure you can. It's after school.
16:22,（悠介）放課後終わったら 多分… （ｴﾋﾞｱﾝ）ちょっと聞いてみて,I'm sure you can. It's after school. Will you ask?
16:28,（侑哉）俺ね エビアン めっちゃしゃべりやすいよ,Avian's really easy to talk to.
16:31,（ｴﾘｯｸ）しゃべりやすい？ （侑哉）本当に うん,-Is she? -Yeah.
16:33,（侑哉）今日 エビアンが家出る前 家にいたんだけど ２人で,The two of us were home today before she left for work.
16:37,めっちゃ しゃべりやすかったよ,She was really easy to talk to.
16:39,（ｴﾘｯｸ）何で？ （侑哉）楽しいし しゃべってて,It's fun talking with her.
16:42,（侑哉） めっちゃ乗ってくれるし 話に,She's really engaged in conversations.
16:44,まあ そうやな ノリはいいよな,"Yeah, that's true."
16:46,（侑哉）だから 話してて 話題が尽きないっていうか,We always laugh when we talk.
16:55,（ｴﾘｯｸ）食べる？,-Do you want some? -What?
16:57,（侑哉）何を？ （ｴﾘｯｸ）それ,-Do you want some? -What? -That. -The burger?
16:59,（侑哉）ハンバーグ？,-That. -The burger?
17:00,（侑哉）１個 食べる！ （ｴﾘｯｸ）食べよう せっかくやし,-I want one. -Let's eat them since they're ready.
17:04,（侑哉）でも弁当じゃないの？,But isn't it for your lunch?
17:05,いや 弁当… 残ってるよ 弁当分に,"It is, but there'll be enough left over for lunch."
17:09,悠介も食べるか聞いてきてよ,"Will you ask Yusuke if he wants one, too?"
17:12,（侑哉）ああ いいよ,"Sure, okay."
17:14,（ｴﾘｯｸ）変におしゃれっていう （侑哉）ハハハ…,It's strangely stylish. -A little disturbing. -Thank you.
17:17,（ｴﾘｯｸ）気持ち悪いな （悠介）ありがとう,-A little disturbing. -Thank you.
17:19,（悠介）うん すごい,"Oh, wow!"
17:23,（ｴﾘｯｸ）フフフ… （侑哉）硬い？,Is it hard?
17:26,（ｴﾘｯｸ）肉ハンパない （悠介･侑哉）ハハハ…,"Yeah, the meat's hard."
17:33,うわ 硬っ,It's so hard.
17:34,これ明日 絶対 もっと硬くなってるよ,It's definitely going to be harder tomorrow.
17:37,思った,I was just thinking that.
17:38,いいじゃん 男飯,It's a man's meal.
17:41,歯応えある （侑哉）肉って感じ,-It works your jaw. -Feels like I'm eating meat.
17:43,（ｴﾘｯｸ）どうなん？ 悠介 女の子としゃべってる時 こんな感じ？,Do you talk to girls like you talk to us?
17:47,今みたいな感じで しゃべってる？,In the same way?
17:50,問題はないです （ｴﾘｯｸ）割と？,-Sort of? -There hasn't been an issue.
17:52,（悠介）ようやく 大丈夫ちゃう？,-Finally. -You seem okay.
17:54,そうっすかね？,You think so?
18:13,（子供たち）イーデン･カイ！ （ｴﾘｯｸ）間に合った,I made it on time.
19:59,（ﾛｰﾚﾝ）イーデン･カイ （侑哉）どこ？ 悠介,Where's Yusuke?
20:01,（侑哉）イーデン･カイは？ イーデン･カイ （ﾛｰﾚﾝ）そう イーデン･カイ,"-Where's Eden Kai? -Yes, Eden Kai."
20:07,（悠介）お疲れ 今行こうと… いいの？ それ,I was just about to come to you. Is that for me?
20:11,（悠介）ありがとう （ﾛｰﾚﾝ）お疲れさまです グッジョブ,-Good job. -Thank you.
20:14,（侑哉）お疲れ （悠介）ありがとうございます,Good job.
20:26,（侑哉）緊張した？ （悠介）緊張してない 楽しかった,"-Were you nervous? -No, it was fun."
20:28,（ﾛｰﾚﾝ）緊張してない？ （悠介）うん,-You weren't nervous? -No.
20:29,（ｴﾋﾞｱﾝ）すごいハッピーだったね （侑哉）楽しそうな顔で弾いてたね,-You seemed happy. -Like you were having fun.
20:31,（ｴﾋﾞｱﾝ）ずっと笑ってた,You were smiling the whole time.
20:34,（ｴﾘｯｸ） 全然 いつもの感じとちゃうな （悠介）いつもと違います？ （ｴﾘｯｸ）演奏してる時,"-You were totally different. -Yeah, I'm different when I perform."
20:39,（侑哉）普通に鳥肌立ったわ あんなにうまいと思わなかった,-I got goose bumps. -Goose bumps? I didn't realize you were that good. It was crazy.
20:41,（悠介）そう？ （侑哉）ヤバい,I didn't realize you were that good. It was crazy.
20:46,（ﾛｰﾚﾝ）じゃ 帰ろっか （ｴﾘｯｸ）帰ろう,-Should we head home? -Let's go home.
20:47,（悠介）帰りますか （侑哉）行きますか,-Should we head back? -Good job.
20:48,（ﾛｰﾚﾝ）お疲れさまです （ｴﾋﾞｱﾝ）お疲れ！,-Should we head back? -Good job. -Nice job! -Thanks.
20:50,（悠介）ハハッ ありがとう,-Nice job! -Thanks.
20:51,（侑哉）持つ？ 片方 （悠介）いいよ 大丈夫 （侑哉）平気？ （悠介）うん,-Want me to hold one? -That's all right.
20:55,（ｴﾘｯｸ）家で集合する？ （侑哉）何食べる？,-Should we meet at home? -What should we eat?
20:56,（侑哉）いや 外 食べ行くかも （ｴﾋﾞｱﾝ）外 食べに行こうって （ｴﾘｯｸ）マジで？,-We should eat out. -Let's eat out.
20:59,（侑哉）でもローレン おばあちゃんと食べ行くでしょ？ （ﾛｰﾚﾝ）今日は おばあちゃんと,"-But Lauren's eating with her grandma. -Yeah, with my grandma."
21:02,（奈緒美）あっ そうなんだ （ｴﾋﾞｱﾝ）先に家帰ったほうがいいね？,"-Oh, really? -So maybe it's better we go home first."
21:11,（ｴﾋﾞｱﾝ）じゃあね！ （ｴﾘｯｸ）Bye guys! （ｴﾋﾞｱﾝ）はーい 家で！,-Bye! -See you at home.
21:14,１ ２ ３ ４ ５… 乗れる？,Will we fit?
21:23,（ｴﾘｯｸ）よっしゃあ！ （一同）いただきます,-Bon appétit! -Bon appétit!
21:27,（ｴﾋﾞｱﾝ） ねえ 弾いてる時ってさ 緊張したりしないの？,So you don't get nervous when you play?
21:30,（悠介）しないよ あんまり,Not really.
21:32,楽しみで仕方ない,I just enjoy it.
21:33,（ｴﾋﾞｱﾝ）楽しみなんだ （悠介）うん,-You just enjoy it? -Yeah.
21:35,ギター弾くきっかけは？,Why did you start playing?
21:37,吹奏楽部に入ってて,I was in a brass band.
21:41,中学校で 当時はトロンボーン,"In junior high school, I played the trombone."
21:44,（奈緒美）ふーん （悠介）吹いてて まあ だんだん好きになってって,I came to love it.
21:48,もっと自分の音楽に 支えられる楽器ないかなっていって,But I wanted an instrument that could express my music better.
21:53,ギターとか良さげだなって YouTubeで ギターって調べて,"I thought the guitar could work, so I checked out YouTube."
21:58,そこにあった動画見て “あっ やろう”みたいな,I watched the videos there and decided I'd do it.
22:03,最初 趣味程度で始めたんだけど,It started out as a hobby.
22:06,こっちに来てから 本当に あの…,"But since I moved here, I really..."
22:08,（奈緒美）のめり込んだ？ （悠介）そう 熱中しちゃって （奈緒美）ふーん,"-Got into it? -Yeah, I became passionate about it."
22:11,（侑哉）だって ウクレレなんて YouTubeだけで学んだんでしょ？,"You learned ukulele just by watching YouTube, right?"
22:15,（悠介）ん？ うん （奈緒美）そうなの？,-Yeah. -Really?
22:17,（悠介）独学 （奈緒美）独学なんだ,-I taught myself. -I see.
22:25,（侑哉）おいしょ,Here I go.
22:29,（侑哉）早くない？ 起きるの,You're up early.
22:31,（ﾛｰﾚﾝ）早いよ （ｴﾘｯｸ）むっちゃ早い,Super early.
22:36,（侑哉）俺 久しぶりに サーフィン以外で こんな早起きしたかも,I haven't gotten up this early in a while unless I'm going surfing.
22:40,（ｴﾘｯｸ）ほんまやな,That's true.
22:43,（侑哉）学校だーって感じ （ｴﾘｯｸ）ほんまやな （侑哉）うん,-Feels like I'm back in school. -Yeah.
22:46,何か ８時20分から,"I have class from 8:20 a.m.,"
22:50,３時… ３時何分っつったっけ？,until about 3:00 p.m.
22:52,３時ぐらいまで 授業あるんだって 今日から,Until about 3:00 p.m. starting today.
22:55,（ﾛｰﾚﾝ）マジ？ （ｴﾘｯｸ）そうなんや （侑哉）そう 毎日,"-Seriously? -Yeah, every day."
22:57,（侑哉）金曜日だけ （ﾛｰﾚﾝ）つらい （侑哉）昼で終わり ハッピーフライデーだから,But I end at noon on Fridays because it's Happy Friday.
23:05,（侑哉）何か今日あれだって,I'm supposed to meet my other classmates today.
23:07,他のクラスの人に会うんだって 30人ぐらい,I'm supposed to meet my other classmates today. -About 30 people. -Really?
23:10,（ｴﾘｯｸ）そうなん？ （侑哉）そう,-About 30 people. -Really?
23:12,超多いって言ってた,"Yeah, they said there are a lot."
23:13,ブラジルとか サウジアラビアとか,"From Brazil, Saudi Arabia..."
23:16,ワーオ めっちゃ友達できそう （侑哉）そう,-Sounds like you'll make a lot of friends. -Yeah.
23:20,（侑哉）行きやす （ｴﾘｯｸ）オーケー,-I'm going. -Okay.
23:22,（ｴﾘｯｸ･ﾛｰﾚﾝ）頑張って （侑哉）コーヒー全部飲んでないけど,-Good luck. -I didn't finish my coffee.
23:24,（ｴﾘｯｸ）俺が飲む　大丈夫,"Don't worry, I'll drink it."
23:32,グッドラック 侑哉 （侑哉）ありがとう,"-Good luck, Yuya. -Thanks."
23:36,じゃあね,See you!
23:39,（ﾛｰﾚﾝ）いってらっしゃい （ｴﾘｯｸ）バイバイ,-See you. -Bye.
25:04,何やってんの？ （ﾛｰﾚﾝ）いた,-What are you doing? -There he is.
25:07,（悠介）シリアル食べてんの？ （ﾛｰﾚﾝ）男子は… （悠介）こんな時間に？,-The guys-- -You're eating cereal? At this hour?
25:10,（ﾛｰﾚﾝ）何？ 何で？ （悠介）いや 文句ないけど…,"-What? Why? -No, I'm not complaining."
25:12,（奈緒美）ダメですか？ （悠介）ダメじゃないです,-Is that not okay? -It's fine.
25:15,（悠介）絵 （ﾛｰﾚﾝ）ん？ どこの…,Your painting... Where is that?
25:19,風景というか どこの…,What's it a scene of?
25:21,“ここはどこ？”,Where is this?
25:23,何か どこかのチャイナタウン,Some Chinatown somewhere.
25:25,（悠介）ああ チャイナタウン,"Oh, Chinatown."
25:27,（奈緒美）すごいね 今日だけで どんぐらい描いたん？,Amazing. How many did you do today?
25:31,２枚　で これは３枚,Two. This is the third.
25:33,（奈緒美）３枚目？ （悠介）マジか,-The third? -Seriously?
25:35,（奈緒美）ヤバ （ﾛｰﾚﾝ）頑張らないと,-Crazy. -I have to work hard.
25:39,何で今日は いつもと違う テーストの絵を描いてんの？,Why are you doing a different style today?
25:42,ギャラリーに入りたいって 伝えてるから,I want to submit my work to a gallery.
25:46,（ﾛｰﾚﾝ）まあ ちゃんと…,So I have to...
25:49,一生懸命 頑張らないと 何も起こらない,"I have to work hard, or nothing will happen."
25:52,（奈緒美）うん うん… （ﾛｰﾚﾝ）夢とか,"-Like, my dreams. -That's true."
25:54,（奈緒美）そうね （ﾛｰﾚﾝ）悠介は,"-Like, my dreams. -That's true. What are you doing this week, Yusuke?"
25:55,今週 どうする？,"What are you doing this week, Yusuke?"
25:58,今週ね ほぼ予定ないよ あんまり,I don't have any plans.
26:01,（奈緒美）いいんじゃない？ 久しぶりに （ﾛｰﾚﾝ）音楽とか 作る？,Are you going to work on your music?
26:04,（悠介） ん？ 毎日やってるよ 一応,"I do that every day,"
26:07,やっぱり 絵も毎日描かないと うまくなんない…,just like you draw every day to improve.
26:11,（悠介）よね？ （ﾛｰﾚﾝ）そう 毎日,"Yeah, every day."
26:14,まあ パッション 持ってないと 続かない,You can't continue if you aren't passionate.
26:20,（ﾛｰﾚﾝ）…と思う （悠介）それは そうだよね,That's true.
26:23,話してて,Continue talking.
26:25,（悠介）“話してて”？ （ﾛｰﾚﾝ）バーイ,Why?
26:27,（ﾛｰﾚﾝ）どこ行く？,Where are you going?
26:28,（奈緒美）ちょっと今 電話する 友達と （ﾛｰﾚﾝ）ああ はい （悠介）おお,"-To the room. I'm going to call a friend. -Oh, I see."
26:35,最近 どう？,How are things lately?
26:37,すごい いいです,Really good.
26:39,姉ちゃんと会ってるし おばあちゃんも会えるし,I get to see my sister and my grandma.
26:43,バイト すごい好きだし,I really like my job.
26:45,ここも楽しいし みんなと友達だし もう いい,And I like living here and making friends with everyone.
26:49,本当に楽しい？ 大丈夫？,-Is it really fun? You're okay? -It's fun.
26:51,（ﾛｰﾚﾝ）楽しい 時々 ストレスあるんだけど,"-Is it really fun? You're okay? -It's fun. It can be stressful at times, but I think that's normal."
26:54,まあ それは普通,"It can be stressful at times, but I think that's normal."
26:56,もし分かんなかったら 英語で話していいからね 全然,You can speak in English when you're struggling.
26:59,うーん そうね まあ 日本語 本当に…,"Yeah, my Japanese..."
