Sentence,Translation
・ゲームばかりしてないで、たまには勉強しなさい。,"Don't play games all the time, study once in a while."
・旅行の前に、しっかりと計画を立てておきます。,I will plan my trip well in advance.
・すみませんが、この漢字の読み方を教えてください。,"I'm sorry, but could you tell me how to read this kanji?"
・この料理が5万円ですか。料理は少ないし、味はイマイチだし、高すぎますよ。,"This dish is 50,000 yen? The food is too little, the taste is not good, and it's too expensive."
・彼はいつでも自分のほうが偉いかのような態度で接してくるのであまり好きじゃない。,I don't like him much because he always treats me as if I'm better than him.
・このマンションでは時々、変な音が聞こえることがある。,Sometimes I hear strange noises in this apartment.
・紅葉が見られるようになって、だんだん秋らしくなってきました。,It's getting more and more like autumn now that the leaves are changing color.
・子供達は次々にプールの中へ飛び込んだ。,"One by one, the children jumped into the pool."
・ちょっとご飯が多いので、半分にしてください。,"There's a little too much rice, so please cut it in half."
・人気のラーメン店は、２時間も並ばなければ食べられないそうです。,I heard that you have to wait in line for two hours to eat at a popular ramen restaurant.
・あの変な形をした建物は何だろう。,What is that strange shaped building?
・これってどう食べたらいいの？,How should I eat this?
・今日から新しいドラマが始めるから9時までに帰りたい。,I want to be home by 9:00 p.m. because a new drama is starting today.
・この問題はテストに出ると思う？,Do you think this question will be on the test?
・今晩、泊めてあげる代わりに、部屋の掃除と洗濯をしてね。,"In exchange for letting me stay here tonight, you'll clean my room and do my laundry."
・来週から、中国語を勉強し始めるつもりです。,I'm going to start studying Chinese next week.
・この会社で働いている限り、技術者として成長することはできないだろう。,"As long as I work for this company, I will not be able to grow as a technician."
・財布を落として、家に帰れないので、５００円だけ貸していただけませんか。,"I dropped my wallet and I can't go home, can you lend me 500 yen?"
・ジャンさんは日本の歌、特に演歌が好きだそうです。,"Mr. Zhang likes Japanese songs, especially Enka."
・先生、箸の使い方を勉強したいです。,I want to learn how to use chopsticks.
・田中さんは１時間前に、帰りましたよ。,Mr. Tanaka left an hour ago.
・この会社は挨拶からして、きちんとできていない。,This company is not well organized from the greeting.
・わからないまま、授業が進んでいく。,The class is going on without my understanding.
・彼は最近、失敗を恐れるあまり、積極的なプレーができなくなっている。,"He has been afraid of making mistakes lately, so he can't play aggressively."
・ご飯はよく噛んで食べたほうがいいですよ。,You should chew your food well.
・今日は家に帰ったら、国の家族とSkypeで電話する予定です。,"When I get home today, I'm going to have a Skype call with my family back home."
・先生のくせにこんな簡単な漢字も読めないなんて。,You're a teacher and you can't even read such simple kanji.
・転んでできた傷がなかなか治りません。,I have a wound from a fall that won't heal.
・このブランドの服は、人気女優がドラマで着ていたことから、有名になった。,This brand of clothing became famous when a popular actress wore it in a TV drama.
・機内持ち込みは7kgまでかぁ・・・もっと軽くしなきゃ。,The carry-on weight limit is 7kg... I have to go lighter.
・洗濯は１週間おきにしています。,I wash my clothes every other week.
・館内では携帯電話を使用することができません。,Can I use my cell phone in the hotel?
・キムさんは病気がちで、よく学校を休みます。,Mr. Kim is sick and often absent from school.
・私の家の周辺にゴミを捨てていくなんて、許しがたいことだ。,It's unforgivable that he would throw garbage around my house.
・（デパートで）座りごごちを確かめたいので、ちょっと座ってみてもいいですか。,"I want to see how it feels to sit in a department store, can I sit down for a while?"
・どんなに辛くても前に向かって走り続けます。,"No matter how hard it is, I will keep running forward."
・あまり大きい声で話さないでください。十分に聞こえていますから。,"Please don't talk too loudly, so we can hear you."
・自分の体が心配なので、もうタバコを吸わないことにしました。,"I was worried about my body, so I decided not to smoke anymore."
・この辞書は字が大きくて見やすいです。,This dictionary has large print and is easy to read.
・契約書の内容をきちんと確認してからでなければ、サインすることはできません。,You can't sign a contract unless you've read it carefully.
・荷物を持ちましょうか。,Do you want me to carry your luggage?
・しっかりと面接した上で、誰を採用するか決めます。,I will decide who to hire after a thorough interview.
・トムさんはアニメのこととなると、よく話す。,"When it came to anime, Tom talked a lot."
・何度も喧嘩したあげく、二人は別れてしまった。,"After many quarrels, they broke up."
・映画館で撮影してはいけません。,Do not take pictures in the movie theater.
・トムさんはJLPTに合格して嬉しそうだった。,Tom seemed happy to have passed the JLPT.
・死ぬまでに一度はハワイへ行ってみたいな。,I would like to go to Hawaii at least once before I die.
・試合の最中に、突然雨が降ってきた。,It suddenly started raining during the game.
・誰が一番先にゴールできるか競争しましょう。,Let's have a race to see who can finish first.
・料理をしている間に、誰かきました。,Someone called me while I was cooking.
・妹は私のチョコレートをほしそうな顔をしている。,My sister looks like she wants some of my chocolates.
・「バラ」の漢字の書き方を教えていただけませんか。,"Can you teach me how to write the Chinese character for ""rose""?"
・時々、テレビをつけたまま寝てしまうことがあります。,Sometimes I fall asleep with the TV on.
・質問は話し終わってからにしてください。,Please don't ask questions until you're done talking.
・「鬼滅の刃」という漫画を知っていますか。,"Do you know a manga called ""Onimei no Bako""?"
・毎日オンライン英会話で25分英語を話しているんですが、なかなか上手になりません。,"I speak English for 25 minutes every day at an online English school, but I can't get any better."
・私は朝ごはんを食べないで学校に来ます。,I come to school without eating breakfast.
・明日、テストがありますから、今晩しっかり復習してください。,"We have a test tomorrow, so please review well tonight."
・ジョンさんはおしゃべりが大好きで、さっきからずっと話し続けている。,"Mr. John loves to talk, and he has been talking for a while now."
・目覚まし時計をセットしないで寝たので、寝坊してしまった。,"I went to bed without setting my alarm clock, so I overslept."
・彼女もできたし、就職もできたし、今とても幸せです。,"I have a girlfriend and a job, I am very happy now."
・今日、課題を提出するつもりだったのに、家に忘れてきちゃった。,"I was going to turn in my assignment today, but I forgot it at home."
・ジョンさんも今夜のパーティーに来るでしょう？,"Mr. John will be at the party tonight, won't he?"
・将来は弁護士になるつもりです。,I'm going to be a lawyer in the future.
・電車の中で、赤ん坊が泣き出して、本当に大変だった。,"The baby started crying on the train, and it was really difficult."
・嘘をついたら、遅かれ早かれ、いつかバレますよ。,"If you lie, sooner or later you will be found out."
・彼はいつも明るく振舞っていますが、落ち込むこともあります。,"He is always cheerful, but sometimes he is depressed."
・この薬を１日に３回食後に飲んでください。,Please take this medicine three times a day after meals.
・電車乗っている間、音楽を聞いていました。,I listened to music while I rode the train.
・お客様あっての商売だから、いつもお客様第一で考えております。,Some people say that the world is not about money.
・留守の間に、泥棒に入られました。,I was robbed while I was away.
・プリントをコピーしましょうか。,Would you like me to photocopy your prints?
・私は健康のために１日８時間は寝るようにしています。,I try to sleep 8 hours a day for my health.
・次の夏休みに、海外旅行することにしました。,I've decided to travel abroad during the next summer vacation.
・試験開始前に注意事項をしっかり読むこと。,Read the instructions carefully before the exam.
・彼女が髪を切っている間、私は雑誌を読んで待ちました。,"While she was getting her hair cut, I read a magazine and waited."
・あれ、鈴木さん、あそこで何をしているんだろう。,"Hey, Mr. Suzuki, what are you doing over there?"
・どうしてこんなに散らかってるの！まるで地震でもあったかのようじゃないの。,Why is the place so messy? It's as if there had been an earthquake.
・明日は傘を持っていったほうがいいでしょう。,You'd better take an umbrella with you tomorrow.
・そろそろ帰りましょうか。もうお金は払ってありますから、気にしなくていいですよ。,"Let's go home soon. I've already paid, so you don't have to worry about it."
・テストで１００点を取ったのに、誰も褒めてくれなかった。,"I got 100 points on a test, but no one praised me for it."
・日本語って本当に難しいね。,Japanese is really difficult.
・みんなで話し合って、答えを考えてください。,Please think about the answer by discussing it with everyone.
・二人は顔がそっくりなことから、双子だとすぐにわかった。,"I knew immediately that they were twins, because their faces looked exactly alike."
・息子たちは毎日美味しいと言いながら、ご飯を食べてくれるので、作りがいがあります。,"My sons eat delicious food every day, which makes my work worthwhile."
・すみません、写真を撮らせてください。,"I'm sorry, but I need to take a picture."
・あまりの恐怖で、声が一言も出なかった。,I was so terrified that I couldn't utter a single word.
・レポートをまだ提出していない人は、今日中に提出してください。,"If you haven't turned in your report yet, please do so today."
・母は出産を終えて、お酒が飲めるようになりました。,My mother can drink alcohol now that she has given birth.
・人身事故で電車が遅れてる。９時までに学校に着くかなあ。,I don't know if I'll be able to get to school by nine o'clock.
・給料は増えないのに、税金は増える一方で、全然よくならない。,"Salaries don't increase, taxes increase, and the situation doesn't improve at all."
・今、日本は寒いですが、マークさんの国は暖かいそうです。,"It's cold in Japan right now, but Mark says it's warm in his country."
・先生、頭が痛いので、今日の授業を休んでもいいですか。,"I have a headache, can I miss class today?"
・このスマホ、もう５年も使っているので、そろそろ新しくしようかな。,"I've been using this phone for five years now, so I think it's time to get a new one."
・ここでタバコを吸ってもいいですか。,Can I have a cigarette here?
・ジョンさんは何か言いかけて、やめてしまった。,"Mr. John started to say something, but then stopped."
・昨日見た、コメディ映画は涙が出るぐらい面白かった。,The comedy movie I saw yesterday was so funny that it brought tears to my eyes.
・なにこのコーヒー。甘すぎて飲めないよ。,What is this coffee? It's too sweet to drink.
・塵も積もれば山となる,"If the dust accumulates, it becomes a mountain."
・ハンバーガーを１つと、フライドポテトを１つください。,"One hamburger and one French fry, please."
・田中さんは授業中に寝てしまうことがある。,Mr. Tanaka sometimes falls asleep in class.
・動物に餌をあげないでください。,Don't feed the animals.
・中古品を買うときは大きな傷があるかどうか確認してから買います。,"When I buy used goods, I check if there are any major scratches before I buy them."
・６月から７月にかけてよく雨が降る。,It rains a lot in June and July.
・お金があるうちに、将来必要になりそうな物を揃えておきます。,Make sure you have everything you might need in the future while you still have money.
・電池がなくなってしまったので、すみませんが、電話を貸していただけませんか。,"I'm sorry, but I'm out of batteries."
・それなら、今度、交流会に参加してみない？,"If that's the case, why don't you join the exchange meeting next time?"
・宿題がないことは親からすると心配なことです。,The lack of homework is a concern for parents.
・黒板は消さなくていいです。そのままにしておいて。,You don't have to erase the blackboard. Leave it as it is.
・あぁゲームしすぎて、目が痛いよ。,I've been playing too many games and my eyes hurt.
・このホテルは従業員の接客態度からして、全然ダメだ。,This hotel is not good at all because of the attitude of its employees.
・妻が晩ご飯の準備をしている間、私はテレビを見ていました。,"While my wife was preparing dinner, I was watching TV."
・どちらの料理も美味しく、甲乙つけがたい。,Both dishes are delicious and hard to beat.
・母の日には何かプレゼントをあげようと思っています。,I'm thinking of getting a present for Mother's Day.
・なんで連絡しても返事がないのよ。本当にどんなに心配したことか。,I don't know why you haven't answered my calls. I can't tell you how worried I was.
・駅に着くか着かないかのうちに、乗客は降りる準備を始めた。,"Whether or not we reached the station, the passengers began to prepare to get off."
・夏が終わるまでに彼女を作りたい。,I want to have a girlfriend by the end of the summer.
・熱がまだあるんだから、今日は学校を休んだらどう？,You've still got a fever. Why don't you take the rest of the day off?
・中学生のころ、テニスの試合で優勝したことがある。,I once won a tennis match when I was in junior high school.
・京都の行き方の地図を書きましょうか。,Can I draw you a map of how to get to Kyoto?
・明日は８時までに学校に来てください。,Please be at school by 8:00 tomorrow.
・綺麗すぎて、つい見とれてしまった。,It's too beautiful to look at.
・この映画を見て以来ずっと、彼のファンです。,I have been a fan of his since I saw this movie.
・国へ帰る前に、お土産を買います。,Buy souvenirs before going back to my country.
・４月から中国語の勉強を始めるつもりです。,I'm going to start studying Chinese in April.
・こちらの機械は大変精密で壊れやすいので、取り扱いにはご注意ください。,"Please remember to wash your hands and gargle when you get home. ・This machine is very precise and fragile, so please handle it with care."
・いいね。マレーシアならエアアジアでチケットを買うと安いよ。,"That's a good idea. If you're going to Malaysia, you can buy a ticket on Air Asia."
・やっぱりポップコーンを食べながら映画を見ると楽しいよね。,"It's fun to watch a movie while eating popcorn, isn't it?"
・わかった人は手をあげてください。,Please raise your hand if you understand.
・今月は忙しくて、本を１冊しか読めませんでした。,I was so busy this month that I could only read one book.
・今、結婚願望はないですが、３０歳になるまでには結婚するつもりです。,"I don't want to get married now, but I plan to do so before I turn 30."
・暑いですか。エアコンをつけましょうか。,Is it too hot? Shall I turn on the air conditioner?
・宿題がまだ終わっていないので、遊べません。,I can't play because I haven't finished my homework yet.
・海外旅行から帰国後、撮った写真をお互いに見せ合った。,"After returning from a trip abroad, we showed each other the pictures we had taken."
・君こそ僕の理想の相手だ。,You are my ideal partner.
・来週の出張、チケットとホテルはもう予約してありますから、心配いりません。,"Don't worry about your business trip next week, I've already booked your ticket and hotel."
・どんな車が運転しやすいと思いますか。,What kind of car do you think is easy to drive?
・時々、海外へ出張することがある。,I sometimes go abroad on business trips.
・給料が高い会社に就職できたので、一人暮らしができるようになりました。,"I was able to find a job at a company with a high salary, so I can now live alone."
・田中さんって毎日暇そうだよね。あまり仕事がないのかなぁ。,Mr. Tanaka seems to be bored every day. I wonder if he doesn't have much work to do.
・最近、公開されたホラー映画は足が震えて立てなくなるぐらい怖いらしい。,I heard that the horror movies released recently are so scary that your legs shake and you can't stand up.
・最後の最後まで告白することができず、学校を卒業してしまいました。,I graduated from school without being able to confess until the very end.
・昨日は家でゲームをしたり、本を読んだりしました。,"Yesterday, I played games and read books at home."
・マークさんはアルバイトで疲れ気味で、授業中ずっと眠そうにしている。,Mark was tired from his part-time job and looked sleepy throughout the class.
・エレナさんは普段静かですが、アニメのこととなるとよく喋る。,"Elena is usually quiet, but when it comes to anime, she talks a lot."
・先生、推薦状を書いていただけませんか。,Can you write a letter of recommendation for me?
・部長、鈴木さんという方からお電話です。,Mr. Suzuki is on the phone.
・電車に乗っている最中にお腹が痛くなった。,I had a stomachache while riding the train.
・あー、Googleのようなオフィスで働けたらどんなに楽しいことだろう。,"Oh, how fun it would be to work in an office like Google."
・キムさんはいつもトムさんの話をするし、彼のことが好きなのかもしれない。,"Kim always talks about Tom, and I think she likes him."
・健康のために、毎日野菜を食べることにしています。,I'm going to eat vegetables every day for my health.
・エドワード・エルリックは弟の命を助ける代わりに片腕、片足を失った。,"Instead of saving his brother's life, Edward Elric lost one arm and one leg."
・入社までにもう少し日本語のレベルを上げたい。,I want to improve my Japanese level a little more before I join a company.
・長い間、国へ帰っていないので、家族か元気かどうか心配です。,"I haven't been back to my country for a long time, so I'm worried about my family's health."
・人は疲れば、眠くなるものだ。,"When one is tired, one becomes sleepy."
・皆さんはいくつ漢字を書くことができますか。,How many kanji can you write?
・私の働くコンビニでは３時間ごとにトイレを掃除します。,"At the convenience store where I work, the toilets are cleaned every three hours."
・避難訓練の時はエレベーターを使わないこと。,Do not use the elevator during the evacuation drill.
・モールの中をさんざん探し回ったあげく、結局欲しかったものは見つからなかった。,"After a lot of searching in the mall, I couldn't find what I wanted."
・隣の部屋から、ドンドンという音がしますね。,There's a banging sound coming from the next room.
・先生の声がよく聞こえるように、前の席に座ります。,I will sit in the front seat so that I can hear the teacher's voice well.
・みんなのおかげで、今日まで頑張ってこれました。,"Thanks to everyone, I have been able to do my best until today."
・部屋が暑かったから、エアコンを着けて涼しくしておいたよ。,"The room was too hot, so I turned on the air conditioner to cool it down."
・綺麗なあまり、ジェシカさんについ目がいってしまう。,He was so beautiful that he couldn't help looking at Jessica.
・息子はポケモンの名前を全て言えるようになりました。,My son can now say all the names of Pokemon.
・大学を卒業して以来ずっと、田中さんに会っていない。,I haven't seen Mr. Tanaka since I graduated from college.
・寒い日はやっぱり鍋が食べたいね。,I'd like to eat hot pot on a cold day.
・大学を卒業したら国へ帰ろうと思っています。,I am planning to go back to my country after graduating from university.
・お母さん、学校に行ってくる。,"Mom, I'm going to school."
・お花見がてらちょっと散歩しませんか。,Let's go for a walk while viewing cherry blossoms.
・新しく入ってきた新入社員、もうちょっと社会人らしい髪型にできないんだろうか。,I wonder if the new employees can't wear their hair a little more like working people.
・どんな会社が働きやすいと思いますか。,What kind of company do you think is easy to work for?
・ちょっと冗談言っただけじゃない。そんなに怒ることはないでしょ。,It was just a joke. You don't have to be so angry.
・明日の試験のために、習った単語や漢字を復習しておきます。,I'm going to review the words and kanji I've learned for tomorrow's exam.
・ジョンさん、どこ行くの！待ちなさい。,"Mr. John, where are you going? Wait for me."
・ちょっと注文しすぎじゃない？全部食べきれないよ。,Aren't you ordering too much? I can't finish it all.
・すみません、駅への行き方を教えていただけませんか。,"Excuse me, can you tell me how to get to the station?"
・JLPT N1の合格を知ったとき、嬉しさのあまり泣いてしまった。,"When I found out that I passed the JLPT N1 exam, I was so happy that I cried."
・理由のいかんに関わらず、遅刻した場合は試験を受けることができません。,"If you are late for any reason, you will not be allowed to take the test."
・切手を２枚ください。,"Two stamps, please."
・彼女のあまりの美しさに、つい見惚れてしまった。,She was so beautiful that I couldn't help but admire her.
・子供はもっと外で遊ばなければなりませんよ。ゲームばっかりしていたら良くないです。,Children need to play outside more. It's not good to play games all the time.
・今夜から明日にかけて、全国で大雨のおそれがあります。,There is a possibility of heavy rain throughout Japan tonight and tomorrow.
・皆さんの意見を聞いた上で、決めたいと思います。,I would like to decide after hearing everyone's opinions.
・明日は弁当持参のこと。,Bring your own lunch tomorrow.
・どうしてよいのかわからず、困りきっている。,I don't know what to do and I'm in trouble.
・この美術館では写真を絵に触れてはいけません。,Do not touch the pictures in this museum.
・これまでに病気や怪我で入院したことがありますか。,Have you ever been hospitalized due to illness or injury?
・彼は事故以来、ずっと寝たきりだ。,He's been bedridden ever since the accident.
・このペンは安いですが、壊れにくいので気に入っています。,"This pen is cheap, but I like it because it is hard to break."
・今からカレー作るんだけど、子供でも食べられるように甘くするね。,"I'm going to make curry now, but I'll make it sweet so that even children can eat it."
・初めて見るので・・・すみませんが、食べ方を教えていただけませんか。,"I'm sorry, I've never seen it before, but can you teach me how to eat it?"
・どうぞ、ゆっくりしていってください。,Please take your time.
・平日は学校があるので、６時に起きなければいけません。,"I have school on weekdays, so I have to get up at 6:00 a.m."
・あと少し勉強してから、寝ます。,I study a little more and then go to bed.
・上司が締めの挨拶をしている時も田中さんは食べ続けていた。,Mr. Tanaka kept eating even when his boss was giving the closing remarks.
・ジョンさんは学校を卒業したら、国へ帰るそうです。,Mr. Jung said he would go back to his country after finishing school.
・昨日、寝ている間に大きな地震がありました。,"Yesterday, while I was sleeping, there was a big earthquake."
・今日、仕事の後で、何か予定ある？,Do you have any plans after work today?
・その男は警察を見るが早いか、どこかへ向かって一目散に走り出した。,"As soon as the man saw the police, he ran off to somewhere else."
・すみませんが、あそこにある荷物を持ってきてください。,"I'm sorry, but could you please bring me the luggage over there?"
・ジョンさんは教えたことは、その日のうちに覚えるし、教えがいがある。,"Mr. John learns what I teach him within a day, and it is worth teaching him."
・一年前に買った靴はまだ一度も履いていないので新しいままです。,The shoes I bought a year ago are still new because I haven't worn them once.
・クラスの中で、ジョンさんがいちばん背が高いです。,Mr. John is the tallest in the class.
・え、ジョンさん！まだ５時になっていませんよ。あと、２分あります。,"Yes, Mr. John! It's not even 5:00 yet. You've got two minutes."
・日本はいい国ですが、日本人の働き方はあまり好きじゃありません。,"Japan is a nice country, but I don't like the way Japanese people work."
・この道をまっすぐ行くと、病院がありますよ。,"If you go straight down this road, you will find a hospital."
・私はこの髪型にします。,I'll have this hairstyle.
・ジョンさんはボーナスを１週間で使いきった。,Mr. John used up his bonus in one week.
・困った時はみんなで助け合うことが大切だ。,"When in trouble, it is important to help each other."
・ちょっと、トイレに行ってきます。,I'm going to the bathroom.
・この辞書は意味や発音がわからなくて、困った時に使うためのものです。,This dictionary is for when I have trouble understanding the meaning or pronunciation.
・どうぞ、温かいうちに召し上がってください。,Please enjoy it while it's still warm.
・仕事を辞めたいんですが、店長にはとてもお世話になったので、言いにくいです。,"I want to quit my job, but it's hard to tell the manager because he has been so kind to me."
・若い間は、失敗を恐れずどんどんチャレンジしてほしい。,"When you are young, don't be afraid to try new things."
・服を買う前に、似合うかどうか確認します。,"Before buying clothes, make sure they fit."
・部長の考えはいつも理解しがたい。,The director's ideas are always hard to understand.
・先生、すみません。ちょっとお手洗いに行きたいんですが。,"Excuse me, Doctor. I'd like to go to the restroom."
・私は部屋を掃除するのが嫌いです。,I don't like to clean my room.
・クラスの中で、キムさんがいちばん日本語が上手です。,I like sushi best among Japanese food.
・OSをアップデートしないと、コンピューターウイルスに感染するおそれがあります。,"If you don't update your OS, you may get a computer virus."
・昨日、シャワーを浴びないで寝てしまった。,I slept without taking a shower last night.
・え〜、全然変わってない。１０年前のままだね。,"Well, it hasn't changed at all, it's still the same as it was ten years ago."
・ここは人が多いから、別の店にしない？,"There are so many people here, why don't we go to another restaurant?"
・私の国ではインフレにより商品の値段が上がる一方です。,"In my country, prices of goods are going up due to inflation."
・クラスにトムさんがいる限り、私がテストで１番になるのは難しい。,"As long as Mr. Tom is in the class, it will be difficult for me to be number one in the test."
・新しい部署の上司は、表情からして怖そうだ。,The boss of the new department looks scary from the look on his face.
・そこのボタンを押せば、電気がつきますよ。,"If you press the button there, the light will come on."
・君はなんのために、日本語を勉強しているの？,What are you studying Japanese for?
・１日おきに部屋を掃除しています。,I clean my room every other day.
・独身のうちに、できるだけお金を貯金しておこう。,I should save as much money as possible while I am single.
・来年から、友達はアメリカに住み始める予定です。,My friend is going to start living in America next year.
・教科書の２０ページを見てください。,Please look at page 20 of the textbook.
・お金がたくさんあったら、何が欲しいですか。,"If you had a lot of money, what would you like to have?"
・うーん。どっちにしようかな。,Hmmm... I wonder which one I should choose.
・一緒に帰りましょう。,Let's go home together.
・子供のときはピーマンが嫌いでしたが、今は食べられるようになりました。,"I hated green peppers when I was a child, but now I can eat them."
・疲れている時の運転は事故を起こしかねないので、やめた方がいい。,"It's better not to drive when you're tired, because you might cause an accident."
・家族で話している時、結婚のこととなるといつも息子は静かになる。,"Whenever the family is talking about marriage, my son becomes quiet."
・昼ごはんを買いに行こうかと思ったら、先輩がおにぎりをくれた。,"I was about to go out to buy lunch, when my senior gave me a rice ball."
・「鬼滅の刃」って漫画を知ってる？,"Have you ever heard of the manga ""Onimei no Bako""?"
・私は１０年以上、この鞄を使い続けています。,I have been using this bag for more than 10 years.
・僕とキムさんは切磋琢磨し合って、頑張って来ました。,The couple still loves each other after 30 years of marriage.
・娘は彼氏と電話で１時間以上も話し続けている。,My daughter has been talking on the phone with her boyfriend for over an hour.
・彼、お金たくさん持ってるくせに、一度も奢ってくれないんだよ。,"He has a lot of money, but he's never bought me a drink."
・台風が近づいているので、明日は休みです。,"There is a typhoon coming, so I will be off tomorrow."
・外国人の彼氏が欲しいなぁ。,I want to have a foreign boyfriend.
・そのプロジェクトぜひ私にやらせてください。,Please let me work on that project.
・どれだけ前の彼女を忘れようとしても、忘れることができません。,"No matter how hard I try to forget my ex-girlfriend, I can't."
・部屋が汚いですね。みなさん、掃除をして綺麗にしましょう。,"The room is dirty, isn't it? Let's clean up and make it clean."
・ヒントをあげましょうか。,Shall I give you a hint?
・有名大学を卒業したからといって、仕事ができるとは限らない。,Just because you graduated from a famous university does not mean you can do a good job.
・たくさんお寺があったでしょう？,"There were many temples, weren't there?"
・ジェシカさんは綺麗だし、背も高いし、モデルみたいですね。,"Jessica is beautiful and tall, she looks like a model."
・あと１０分で終電が来るので、私は先に帰りますね。,"The last train is coming in 10 minutes, so I'll go home first."
・今日の５時までにレポートを必ず提出してください。,Please be sure to submit your report by 5:00 today.
・成績いかんで奨学金がもらえるかどうかが決まる。,Whether you can get a scholarship or not depends on your grades.
・先生、ちょっとトイレに行ってもいいですか。,"Sir, may I go to the bathroom?"
・準備体操をしてから、練習を始めましょう。,"After doing some preparatory exercises, we start practicing."
・将来は医者になろうと思っています。ジョンさんは？,"I'm thinking of becoming a doctor in the future. What about you, Mr. John?"
・私は日本語と英語と中国語を話すことができます。,"I can speak Japanese, English, and Chinese."
・明日は休みだから、学校に行かなくてもいい。,"Tomorrow is a vacation, so you don't have to go to school."
・授業の前に、わからない単語は調べておきます。,I will look up the words I don't understand before class.
・試験に受かるかどうかは結局、努力いかんだよ。,"In the end, whether you can pass the exam or not depends on your effort."
・先生すみません。昨日はあまり勉強できませんでした。,"I'm sorry, teacher. I couldn't study much yesterday."
・このままだと、年末年始に出勤しなければいけないかもしれない。,"If this continues, I may have to go to work during the year-end and New Year holidays."
・ご報告かたがた、お礼申し上げます。,I would like to express my gratitude to all of you.
・成田から東京にかけて渋滞が続いている。,The traffic jam is continuing from Narita to Tokyo.
・今シーズンじゃないから、ホテルは予約しやすいです。,"It's not the season, so it's easy to book a hotel."
・遅刻しないように急いだあまり、忘れ物をしてしまった。,He was in such a hurry to avoid being late that he forgot something.
・人は失敗してこそ成長するものだ。,I want to pass the JLPT N1 this year.
・実家へ帰った折に、地元の友人に会った。,I met a friend from my hometown when I went back to my parents' house.
・麺類の中だったら、うどんがいちばん好きかな。,I think I like udon the best among all noodles.
・あの時ちゃんと勉強して入れば、合格できたかもしれないのに。,"If I had studied harder, I might have passed the exam."
・パーティーの後で、友達とラーメン屋へ行った。,"After the party, I went to a noodle shop with my friends."
・見合って見合って〜ハッケヨイ、ノコッタ！,They looked at each other and saw each other.
・この本には何回お世話になったことか。もう１０年以上も使っている。,I can't tell you how many times I've used this book. I've been using it for more than ten years now.
・喧嘩して以来、彼とは一言も話していない。,I haven't spoken a word to him since we had a fight.
・熱があるんだから、今日は家でゆっくり休んだほうがいいですよ。,"You have a fever, so you'd better stay home and rest today."
・あ〜、仕事が終わらない。今日の約束、キャンセルしなきゃ。,"Oh, I can't finish my work. I have to cancel my appointment today."
・ビールはもう冷やしてありますよ。,The beer is already chilled.
・愛という漢字がいちばん好きです。,"I like the Chinese character for ""love"" the best."
・台風で風が強く、立って歩けないぐらいだ。,The typhoon was so strong and windy that I couldn't stand up and walk.
・子供が産まれる前に、名前を決めておきます。,"Before the birth of my child, I want to choose a name."
・毎日シャドーイングをすると、話すのが上手になりますよ。,"If you do shadowing every day, you will become a better speaker."
・漢字が全部でいくつあるか知ってる？,Do you know how many kanji there are in total?
・外がうるさいので、窓を閉めてもいいですか。,"It's noisy outside, can I close the window?"
・ちょっと飲みすぎて頭が痛いです。,I drank a little too much and I have a headache.
・彼はたくさん漢字を知っていることから、みんなから「漢字辞典」と呼ばれている。,"He knows so many Kanji characters that people call him ""Kanji Dictionary""."
・結果のいかんによらず、最後まで諦めずに頑張れた自分を褒めたい。,"I want to praise myself for not giving up until the end, regardless of the result."
・今日は暑いですね,It's so hot today.
・どこかでいい匂いがしますね。たぶん、ステーキかな。,It smells good somewhere. Maybe it's steak.
・キムさんってどんな人が好きか知ってる？,Do you know what kind of people Mr. Kim likes?
・人が多いね。どのくらい待つかわからないし、違う店にしない？,That's a lot of people. I don't know how long we'll have to wait. Can we go to a different restaurant?
・疲れましたね。ちょっと休みましょう。,"You're tired, aren't you? Let's take a break."
・「壊れかけのRadio」って曲知ってる？,"Do you know a song called ""Broken Radio""?"
・毎週、月曜日から金曜日まで勉強します。,"I study every week, Monday through Friday."
・トムさんは明るくて、とても話しかけやすいです。,Tom is cheerful and very easy to talk to.
・山下さんはデザイナーとして働くかたわら、漫画家としてたくさんの本を出版している。,Mr. Yamashita works as a designer and has published many books as a manga artist.
・そう？じゃあ、頑張って５分にするよ。,Really? Then I'll do my best to make it five minutes.
・毎日、そんなジャンクフードばかり食べてると病気になりかねないよ。,"If you eat that much junk food every day, you might get sick."
・息子は家に帰ってきたかと思うと、すぐにどこかへ出かけていった。,My son came home and immediately went away.
・能力から言って、彼がこの仕事に一番適切だと思います。,"Based on his abilities, I think he's the most qualified for this job."
・私はたいていエアコンをつけないで寝ます。,I usually sleep without turning on the air conditioner.
・確かこの辺りに美味しいトンカツ屋があるはずなんだけど・・・ここじゃなかったかなあ。,I'm sure there's a good pork cutlet restaurant around here... but I think it's not here.
・手術したのに、まだ足が痛いんです。,My leg still hurts even though I had an operation.
・話を聴きながらメモしてください。,Please take notes while listening to the conversation.
・今日は雨が降ったり止んだりしています。,It's been raining on and off today.
・努力し続けていると、いつかきっと成功しますよ。,"If you keep working hard, you will succeed one day."
・レポートは明日出そうと思います。,I'm going to submit my report tomorrow.
・ここまで日本語が上手になれたのも、先生の指導があってのことです。,The reason why my Japanese has become so good is because of my teacher's guidance.
・私の国では冬の間は１日おきにお風呂に入るのが普通です。,"In my country, it is normal to take a bath every other day during the winter."
・この公園でBBQをしてはいけません。,Do not BBQ in this park.
