Script,Translation
えっ けん制してんでしょ？ してるよ,"-You are holding back, right? -Yeah, of course."
女性２人よりさ 男３人のほうが話せるでしょ？,"It's probably easier to talk to us three guys than the two girls, right?"
つらい… 熱っ,That's tough.
いかんよね （慎）え？,-It's not right. -What?
（慎）あかん？ （みのり）あかん,-Not good. -Not good.
ただいま （悠里子）おかえり,-We're home. -Welcome back.
（悠里子）ん？ （みのり）ただいま,-Welcome back. -I'm full.
わっ びっくりした,I am surprised.
（慎）１人で焼いて食ったの？,Did you cook and eat by yourself?
（悠里子） 焼き肉 食べたんでしょ？,"-You guys went to eat grilled meat, right? -Grilled meat."
（慎）焼き肉屋 行ってきた （悠里子）いいなー,-I'm jealous. -It was delicious.
何してたの？ 今日,What did you do today?
俺 家にいた 練習は？,-I stayed at home. -What about practice?
（慎）グラウンドのほう 雨だったからさ なくて,"It was raining today, so no practice."
あっ そっか 今日 雨だったもんね,"Right, it was raining today."
みのりは？,"And you, Minori?"
私 撮影で ３時ぐらいに帰ってきた,"I was at a photo shoot... -Oh, right. -...and was back by around 3:00."
早かったね （みのり）うん,-So you were back early. -Yes.
モデルが いいからじゃないの？,Isn't it because you're a good model?
確かに （みのり） 何で急に持ち上げるの？,-Exactly. -Why the praise all of a sudden?
そういうのやめよ “確かに”は,"You're not very convincing. ""Exactly."""
本当に思ってる？ （悠里子）思ってるよ 思ってるよ,"-You really think so? -Yes, I do. I do think so."
怖いなー,It's scary.
いいな 焼き肉,That must've been so nice to go out to eat.
いろいろ話したよね,We talked about a bunch of stuff.
まあね,"Well, sure."
（慎）女の子は まだ ちょっと けん制して,You girls have qualms
しゃべんないこともあるしさ （悠里子）うん,-and don't talk about certain things. -Yes.
（慎）“そういうのどうなの？” っていう話をしたから,So we talked about what that was all about.
悠里 どう思ってる？,"What do you think about that, Yuri?"
でも何か話したいよね ３人で 女子,I want all three of us girls to talk.
何か私は ３人で話すと,"I think that if all three of us talk,"
進まないんじゃないかなって ちょっと思ってる,it won't go anywhere.
とりあえず ２人で話したいでいいな？,You want the two of you to talk instead?
２人で話したいっていうか,"Well, it's not that I want the two of us to talk..."
あっ じゃあ… （慎）じゃあ 俺,"-Well, so... -Right, so..."
ウソだよ ウソだよ,I'm kidding!
マジマジ… マジでシャワー浴びてくるわ,"No, really. I'm off to shower."
何か 私が 追いやったみたいになっちゃった,It's like I just booted you out.
じゃあ またあとで （みのり）はーい,-I'll see you later. -Okay.
だって 今んとこ ３人で話した内容とかさ,"So with the three of us, all we have talked about is... -Yes. -...what our types are."
タイプが どうとか… （悠里子）うん,-Yes. -...what our types are. Yes.
多分 これから３人で ずっと話してても,"And even if we continue talking,"
そういう話しか しなさそうだなって思う,I think that we'll probably only talk about that.
普通にさ 今まではさ,"In reality, if this was with our other friends,"
友達できてもさ 時間が限られてたりしないからさ,"if this was with our other friends, we wouldn't be limited by time."
（みのり）うん,Yes.
（悠里子）深く追究しようとも 思わないけど,So I don't think that we would confide as easily.
ずっと ここに 住んでもいられないしさ,"But because we do have a limited time to live here,"
と 思ったら何か 一緒にいれる時間で,I think we need to ask each other things
聞き出さなきゃいけないんだなって 思っちゃった,during the time we have together.
うん,-Yes. -Yes.
それは 確かに （悠里子）ねっ,-Yes. Exactly. -Right?
（雄基）じゃ,Well.
（悠里子） あっ ごめんなさい 乾杯,Pardon me. Cheers.
普通に飲んでた,I started drinking without you.
えっ まこっちってさ うん,"-So, do you think Makocchan... -Yeah?"
みのりのこと好きだよね？,...is into Minori?
分かんないけど 雰囲気的にはそうじゃない？,I'm not sure. It seems like it.
何か飯とかも行ってるしね （悠里子）だよね,"-They did go out for dinner. -Yes, they did."
両思いなのかなって 思ってたけど,I was wondering if it's mutual.
飯 行くだけで 両思いとは限んないからな,There's no guarantee it's mutual just because they went out for dinner.
確かに,Of course.
でも 雰囲気はあるよね （悠里子）うん,-But it seems like it. -Yes.
おっ おかえり （みのり）ヘイ　ただいま,"-Oh, welcome back. -We're home."
（達也）ただいま,-Welcome back. -We're home.
（雄基）あら あら,"-Welcome back. -We're home. Oh, wow."
買ってきましたよ （雄基）買ってきた？,-We got it. -You got it.
何かいっぱい （雄基）いいね,There's so much.
ありがとう… あっ ジェンガ！,"-Thank you. Oh, Jenga! -Some party goods."
ジェンガ,Jenga.
（雄基） 普通のジェンガじゃないじゃん,-It's not the usual Jenga. -I like Jenga.
（悠里子）あっ ＵＮＯ！,"Oh, Uno! Jenga!"
えっ ジェンガ おっと,"Oh, Uno! Jenga! Oops."
どうだった？ バイクは,How was biking?
（達也）最高 （みのり）最高！,-Great. -Great.
“最高”って お前は いつも乗ってんだろ,-Great. -I wasn't asking you. You always go biking.
バイクいいね （達也）バイクいいね,-Biking is great. -Biking is great.
（雄基）いい表情するね,You look happy.
来たよ （慎）オイーッス,"-Oh, here he is. -Hey."
（達也）ふて寝？ （みのり）あれ？ 帰ってたの？ （慎）ちょっと寝てた,-A nap? -I was having a little sleep.
ジェンガやるよ 今日は,We'll play Jenga today.
（雄基）ジェンガ… （慎）マジで？,Jenga? Really?
（雄基）慎 今日 何してたの？,"What were you up to today, Makoto?"
今日 グラウンド行って 監督と話してきた まあまあ　うん,I went and spoke with the coach. It was okay.
（悠里子）どうだった？ いや どうだった… “うーん”って感じだけど,"-How did it go? -Well, I'm not sure."
何かあった？ （慎）いや別に 何かあったって わけじゃないけど,"-What happened? -Well, it wasn't like anything happened."
何か ちょっと元気ないよな （慎）何かあったって わけじゃないけど,"-You seem to be in low spirits. -Well, no, I'm not in low spirits."
（雄基）疲れてるのか （慎）疲れてるね,"-Are you tired? -Yes, I'm tired."
今日 美月 帰ってこないの？,Isn't Mizuki coming home?
（悠里子）今日 仕事だって,She's at work.
（悠里子）泊まり込み （慎）あっ そうなの,-Really? -Overnight. -Is that right? -Yes.
いつ帰ってくんの？,When will she be back?
（達也）明日 帰ってくるね （悠里子）明日,-She'll be back tomorrow. -Tomorrow.
今日は じゃあ ジェンガ？ （みのり）ジェンガ,"-So, today we'll play Jenga. -Jenga."
（悠里子）ジェンガやりますか,Shall we play Jenga?
（雄基）何か 慎 パッとしねえな （悠里子）ねっ 元気ないね,"-Makoto doesn't seem well. -Yeah, he seems down."
ちょっと１回 あいつ 話さないとダメだな パッとしねえな,We'll have to talk to him to clear the air.
雄基さん待ちでした （雄基）あっ 本当？ ごめん,"-We were waiting for you, Yuki. -Oh, really? Sorry."
（慎）お疲れ （雄基）お疲れ,-That's it for today. -That's it for today.
（慎）何だよ ニタニタして （雄基）いや 何か パッとしないから,-Why are you smiling so much? -Because you seem a little down.
俺？ （雄基）うん,-Me? -Yes.
（達也）パッとしないよね （雄基）気持ち悪い,-Seem down. -You gonna tell us?
（慎）パッとしないっていうかね,"Well, it's not that I feel down."
何か,You know how...
俺 一応 野球やってるじゃん,"-I play baseball, right? -Yes."
それで野球やってるって 雄基とかウッチーとかには どうやって映ってるか 分かんないけど,"And I don't know what impressions you get from that,"
俺は高校 出て 大学 入って １年生の時とかは ちゃんとやってたんだけど,but I graduated high school and played during my first year of university.
２年生の時 ちょっと 上級生とも合わなかったり,"In my second year, I wasn't getting along with my teammates,"
遊びたい時期じゃないけど,"and I was in a phase where I only wanted to have fun,"
ちょっとフワフワしちゃった 時期があって,and I wasn't really committed.
１年間弱ぐらい グラウンドに 行かなかった時があって,"So for a year or so, I didn't go to practice."
３年生の頭から 監督に謝りに行って,So at the beginning of my third year... I went and apologized to my coach and asked to start all over again.
“もう１回 １からやらせてください”,I went and apologized to my coach and asked to start all over again.
っていうので… ３年生の時は,"So, in my third year I went in as an entry-level player."
練習生っていうか 下級生と同じ時間に出て,"So, in my third year I went in as an entry-level player. I practiced with the younger players."
全体練習とかも もちろん入らない,"I wasn't participating in the main practice, of course,"
雑用やる,and did chores.
一番 最初に来て 一番 最後に帰るみたいな生活を,"My third year was, like, I was the first person to arrive"
３年生の時はしてて,"and the last person to leave, kind of thing."
で やっと まあ ４年になる前に,"So, just before my fourth year,"
やらせてやろうみたいな感じで,they began to let me play.
やっぱ そのブランクが あるからさ 一番上の１軍みたいなとこには いないわけね,"Because of that gap, I'm not in the top level of players."
だから この前 その…,"So, when we were talking to Mizuki..."
美月のさ… と 話してさ,"So, when we were talking to Mizuki... about our ambitions,"
“ボワンとしてよく分からない” みたいなの,and about her dream being vague and not clear enough...
俺も ちょっと そこが負い目だと思ってたのをさ,"at that time, I also felt obligated to talk about where I was,"
あのタイミングで 俺 言えなくて,but I couldn't say anything.
“俺は ウッチーと雄基と 同じ意見だよ” みたいな感じで 乗っかっちゃったじゃん,"I went along with you two as though I did,"
本当は俺にもあるのに,even though I also doubt mine.
だから それを 美月に会って謝りたいのと,So I feel I need to apologize to Mizuki.
監督が心配してるのは,"Also, my coach is concerned that,"
今 いち野球部員としているのに こういうとこに入って,"although I'm supposed to focus on baseball, I put myself into situations like this..."
野球がおろそかに なるんじゃないかとか そういうところも心配してて,and that it will affect my performance.
お酒も もちろん みんながいたら 楽しいから飲んじゃうし,"Of course, I want to have fun and drink alcohol with everyone here,"
そういう生活に なっちゃってたからさ,and my lifestyle has already been changing into that.
もう あと２ヶ月しかないから,There's only two months left.
どうすんの？,What are you going to do?
（慎）もちろん １軍に 上がれるように もう やるしかないから,"Well, I have no choice but try and get into the top level."
そういう話 しなかったもんな チームでの立ち位置とかな,"We didn't talk about that, right? Like, where you stand in your team."
それ ちょっと 知りたかったけどね,"I did want to know, though."
２人の話 聞いてるとさ やらなきゃいけないこと とかもさ,"When I hear about how the two of you have figured out your goals and all that,"
２人とも明確なわけじゃん,"When I hear about how the two of you have figured out your goals and all that, you both see it clearly."
ちょっと何か 後ろめたいじゃないけど,So I was feeling kind of guilty...
そういうのがあったんだよね 正直なところ,So I was feeling kind of guilty... to be honest.
これ 謝られたりとかしたら 美月ちゃん,If he apologizes... I think Mizuki's heart will skip a beat.
キュンと きちゃうんじゃ ないですか？,I think Mizuki's heart will skip a beat.
あん時 俺も実は 同じようなフワフワしたヤツで,"Like, if he says to her, ""Yeah, I'm also a little unsure of my dream, and I wanted to be helpful."""
“俺もなんだ”って言って 助けてあげたかったんだけど,"""Yeah, I'm also a little unsure of my dream, and I wanted to be helpful."""
“何も言えずに こっちに乗ってごめん” なんて言われたら,And he comes and apologizes for not speaking up.
“好き”ってなりそうじゃ ないですか？ これ,Wouldn't she fall for him for that?
すき～,I love you
（山里）あっ ドリカムだ！,That's it!
（徳井）でも何か 負い目あったんですね （馬場園）ねえ,"Yeah, so he felt guilty."
ねっ 知らなかったね,-I didn't know. -I didn't know.
（徳井）で ４年生で まだ１軍でもないってなったら,"So, being in his fourth year but not at the top level,"
それは いろいろ 葛藤がありますよね,there's definitely some conflicts there.
頭 下げて戻ってきたって 言いましたけどね,He was saying he apologized and went back to the team.
何か あの… スラムダンクの あの人みたいやな 三井寿ですよ,-It's like that guy from Slam Dunk. -Hisashi Mitsui.
ただ 三井寿の場合は 抜群に才能がありましたからね,"But you know, Hisashi Mitsui had this crazy talent."
いや そんな… そんな熱量で来られても 俺,"Man, you don't have to be so passionate."
ちょっと ポロッと言うただけやから,It was just a small comment.
あとは でもやっぱり 見れば見るほど ねっ タップが,"Also, you know, it seems as though Tap..."
お兄さん… リーダー気質なんですね,has taken on a role as the older brother or leader.
そうですよね,"-Yes. -Yes, he has."
イヤじゃない？ “お前 今日 ぼんやりしてんな”,"But, like, ""You seem down. We need to talk."""
“話 しようか？”って言われたら イヤじゃない？,"But, like, ""You seem down. We need to talk."" -Wouldn't you hate that? -No, I'd want him to listen to me."
（望月）僕は何か 聞いてほしいですよ,"-Wouldn't you hate that? -No, I'd want him to listen to me."
おかしいよ そんなの,You are totally weird.
俺 絶対ヤダ,There's no way I'd want that.
おかしいってこともないよ （YOU）おかしいことはないよ,-It's not weird. -It's not weird.
（山里）でも何か あれですね あの,"But, you know"
みのりちゃんも 女の子同士の中の,"along with Minori, there's this issue"
居づらさみたいなのが あったりとかして,-with being open amongst the girls. -Right.
今回 恋愛関係とかも そうですけど,"This time, we see not only the romantic relationships, but also the complexity of the human relationships."
人間関係の難しさみたいなの 結構あるんですね 何か,but also the complexity of the human relationships. Right.
（美月）よいしょー,Well!
（美月）何？ （みのり）何か久しぶりに…,-We haven't... -What?
久しぶりに会ったね （美月）いない…,We haven't seen you for a while.
ここで寝ないから！,Cause you don't sleep up there.
ね？ ここは 結構しゃべってんだよ,We talk often.
だって 帰ってきたら 寝てない？,But aren't you sleeping when I come home?
あれ？ 何かさ… （美月）違う違う,"-Or not? -No, no."
（美月）みのりが ずっと 下に いすぎなんだよ,You stay downstairs for too long.
（美月）はい どうぞ,"Hi, come in."
オイーッス,-Hey. -Oh!
（美月）おおー （悠里子）おー,-Hey. -Oh! Hey.
ちょっと話が… （美月）何？,-I've come to talk. -About what?
びっくりした,-Come in. -I'm surprised.
（美月）おおー （慎）お邪魔,Pardon me.
（みのり）珍しいってか初じゃない？ （美月）どしたよ？,-This is rather unusual. First time. -What's up?
（美月）ここ どうぞ,-Sit here. -I want to sit on a chair.
イス座るよ （悠里子）そのイスがいい？,-Sit here. -I want to sit on a chair. Want this chair? Here.
（慎）ちょっとさ （美月）何？ 何？,"-Aw, you know. -What is it?"
美月に とりあえず 俺 謝りたいことっていうか,"-What's wrong? -Well, I'm here to apologize to Mizuki."
（美月）はい はい　何？,Right.
あって…,And...
まあ 俺の 負い目じゃないんだけど ちょっと まだ 言ってないことがあって,"it's not like there's this guilt, but there's something I didn't say before."
（慎）大学 入って 野球部 入って,-Yes. -I got into university and joined the baseball team. I practiced hard my first year.
１年生までは ちゃんとやってたんだけど,and joined the baseball team. I practiced hard my first year.
２年生の頭から ちょっと 遊びたい時期じゃないけど,"In my second year, I hit a phase where I wanted to have fun and all."
そういう時になっちゃって,I hit a phase where I wanted to have fun and all.
３年の頭に やっぱ “野球やんなきゃな”って言って,"So in my third year, I realized I needed to come to my senses."
監督さんとこに あいさつしに行って,"So, I went to see the coach,"
“もう１回 １からやるんで やらせてください” っていうのを言いに行って,and I asked to be allowed to play even if I had to start all over again.
で 練習生っていう立場で 部員として認められてなかったのね,So I was regarded only as an entry-level player and not really considered as part of the team by everyone else.
みんなにまだ,and not really considered as part of the team by everyone else.
４年になる時に やっと “野球部に戻していい”って言って,I would be part of the team once I continued on to my fourth year.
今は一応 野球部員として活動はしてる,So now... I'm finally part of the team.
だけど 美月に そう… 何か 俺も責めちゃったじゃないけど,"That said, it felt like we all kind of ganged up on you."
何か そういう感じに しちゃってたからさ,"That said, it felt like we all kind of ganged up on you. I left you all alone."
俺も あのタイミングで 言わなきゃいけなかったことだけどさ,I should've said this right then and there.
ちょっと…,So...
いや でも 来てくれただけで,Thank you so much for coming here to say that.
ありがとうございます （慎）いやいや… （慎）申し訳ない （美月）いえいえ,"-Oh, no, it's inexcusable. -Don't worry."
（慎）だから ちょっと この２ヶ月は,So for the next two months...
本当に 野球に専念じゃないけど やれるとこまで,I have to be kind of devoted to baseball and do my best.
（美月）その辺は全力で （慎）そうね やらなきゃ,"-You need to give it your all. -Yes, I have to."
（慎）悪いね 時間とって （美月）ううん 全然,"-Sorry to take up your time. -Oh, no, not at all."
（慎）じゃ おやすみなさい （美月）ありがとー！,"-Well, good night. -Thank you."
またね,-Good night. -See you.
（美月）おやすみ （慎）おやすみ,-Good night. -Good night.
（悠里子） ちょっとスッキリした？,-Are you relieved? -Yes.
（美月）うん！ いや 何かこう…,-Are you relieved? -Yes. It made me kind of happy to think that he was concerned about me.
気にかけてくれてたことが ちょっと うれしいかな,It made me kind of happy to think that he was concerned about me.
うれしいなって思ったの,It made me happy.
いやあ よかった,I'm glad that happened.
やめろ！,Cut it out!
（雄基）よいしょ （達也）あー,Phew!
（雄基）きれいになった,Now it's clean.
（達也）だいぶね,Pretty much.
今日 行くんでしょ？ 悠里子ちゃんと,"You're going out with Yuriko tonight, right?"
日本酒 飲み行く,We're going out to drink sake.
（達也）お酒 強いからね,She can drink.
そう お酒 飲める子は 誘いやすいよね,"Yes, it's easier to ask out girls who can drink. She scores high. Easy to ask."
（達也）誘いやすい？ （雄基）うん,She scores high. Easy to ask.
今のところ 誰が一番 近いの？,So who are you closest to?
誰が近いというか 誰が一番 話しやすいというか,"-Or, like, that you can... -Yuriko probably. ...talk to most easily?"
美月以外は仲いいね,All of them aside from Mizuki...
今のとこね 時間が合わないからな,for now. -By the way... -Our schedules don't match.
俺もだね,"...me, too."
ずっと あのテンションで いるのかなって思ってるからさ,I wonder if she's going to stay the way she is now.
（雄基）それ 女性陣も言ってたわ,"The other girls were saying that, too."
（雄基）どうも どうもです,-Hey there. -Hey.
（悠里子）どうも お疲れさまです （雄基）お疲れさまです,-Thanks for coming. -How was your day?
（悠里子）帽子 珍しいね,-Good. -I've never seen you wear a hat.
寒いから かぶったほうが （悠里子）あっ そっか,"-Yes, it's cold. You need to keep covered. -I see."
あのですね （雄基）はい,"Um, I got you something."
ヘパリーゼ？ （悠里子）そう,-Hepalyse? -Yes.
飲みすぎちゃうから？ （悠里子）私もね （雄基）自分も？,"-Because we'll drink too much. And you? -I got one, too."
（悠里子）自分もウコン…,I got myself the turmeric one.
（雄基）もう飲んだ？ （悠里子）飲んだ,I got myself the turmeric one. -Did you drink it already? -I drank it already.
じゃ いただきます 乾杯 （悠里子）乾杯,-Then I'll drink it now. Cheers. -Cheers.
これで 攻めた日本酒を （悠里子）攻めた日本酒,"-Now we can plunge into sake. -Well, that's it."
これ ポジティブな ヘパリーゼだもんね,"Drinking Hepalyse is a smart idea, right?"
ポジティブなヘパリーゼ （雄基）いいね,"Yes, it is."
何か全然 違うって （雄基）うん,They say it makes a big difference...
飲むと飲まないの,whether you drink it or not.
（悠里子）これで明日も大丈夫 （雄基）明日も大丈夫,"-So, with this, you'll be fine tomorrow. -I'll be fine tomorrow."
行くか,Wanna go?
（悠里子）行きましょう （雄基）よし,Let's go.
（雄基）とりあえず乾杯するか,Let's have a toast.
（悠里子）そうだね,"Yes, let's."
（雄基）じゃあ 飲みましょう,"Yes, let's. Let's drink."
（悠里子）乾杯　お疲れさまです （雄基）お疲れさまです,-Cheers. -Cheers.
（悠里子）タップってさ （雄基）うん,So we're going to see you dance
９月４日に見に行くじゃん,"on the fourth of September, right?"
まだ見てないからさ あんまり想像つかない,"I've never seen something like that before, so I can't imagine what it will be like."
何かジャズのイメージ,I'm guessing it's like jazz or something.
（雄基）ジャズ？ そのとおり （悠里子）あっ そうだよね,"Yes, like jazz. -Oh, is that so? -You got it."
ジャズの音楽の文化と 一緒に育ってきた スイングみたいな （悠里子）うん うん,It developed alongside the culture of jazz and swing music.
（雄基）俺のボスは,"This week, my boss will perform"
今週 ニューヨークの ブルーノートでやるの,at the Blue Note in New York.
んー！ えっ そんなすごいんだ （雄基）そうそう,"-Oh, wow. He's that accomplished? -Yes."
俺もブルーノートとかで やりたいからね,I would like to perform at a place like the Blue Note someday.
ねっ,-Yes. -Yes.
４日 楽しみにしてて,I hope you're looking forward to the fourth.
楽しみ （雄基）まあまあ うまいからね,-I am. -I'm all right.
（雄基）面白いよね,This is fun.
あんま 外で 飲むことないからね （悠里子）うん,-We don't get to go out to drink much. -True.
遊び行くとしたら どこ行く？,Where do you usually go out for fun?
図書館とか 水族館とか,"-Like, the library... -Right, right. -...or an aquarium. -Right, right."
はい はい…,"-...or an aquarium. -Right, right."
（悠里子）何が好き？ どこ行く？,Where do you like? Where do you go?
シチュエーションにもよるわ,It depends on the situation.
男で みんなで行くとか,"Like, if it's just guys, you mean?"
私 水族館が好き,I like going to the aquarium.
もう 俺の質問 全然 ほったらかしや,"Man, my questions are just blowing in the wind here."
俺の…,My questions...
水族館が好き？ （悠里子）水族館が好き,-You like the aquarium? -I like the aquarium.
水族館 行くか じゃあ （悠里子）行くか,-So do you want to go to the aquarium? -Should we?
行くか,Let's go then.
（慎）これが… これがヤバいよね （達也）タイトルがね,"Oh, check this out."
（達也） 〝山ちゃん 興奮の美女〞,"AVAILABLE ONLINE SEPT. 2 7 PRECEDING EPISODES START TONIGHT. ""The beautiful girl that Yamasato loves."""
（悠里子）私さ 引っ越すことになって,So... I am going to move.
テラスハウスって 知ってる？,Do you know Terrace House?
（達也）リアクションいいね この子,Crazy reaction.
超いい反応 （慎）すごいね,That was a really good reaction.
（女性） スッピンもかわいいし,"-And you're cute, too. -What?"
いつ撮られても 平気そう,-They can film you any time of day. -But without makeup...
（悠里子）えっ スッピン平気かな？ （女性）平気 全然平気 （悠里子）本当？,-Do you think I can go without makeup? -You are fine. Totally.
スッピン平気？ （達也）ん？,-Really? -Are you okay without makeup?
スッピン平気だった？,You are cool without makeup?
全然平気よ 全然平気よ,I'm totally fine. Totally.
（悠里子） もう勉強する 今日から,I'm totally fine. Totally. I'll start my research today.
（慎）ヤバいね,-That's scary. -Isn't Minori next?
（達也） 次 みのりちゃんじゃない？,DISCOVER YOUR FAVORITE SHOWS SEPT. 2
（慎）明日 （みのり）明日？,"-Next, tomorrow. -Tomorrow? -Tomorrow? -Yup."
でも めっちゃ 再生されてるよね？,And it already has a lot of views.
（みのり）何回？ （慎）４万,"-How many? -40,000."
（達也）すごいね 11時ったって まだ43分だよ,"It's amazing. ""Updates at 11:00 p.m."" It's only been 43 minutes."
（慎）本当だよ （みのり）１秒に何回とか？,"-I don't really like it. -How many views per second, then?"
（達也）すごいね （慎）ヤバいぜ,-That's amazing. -That's scary.
いつまで最近 彼氏いたの？,How long ago was your last relationship?
私ね,"Well, I..."
ちょっと話 長くなるんだけど,-It's going to take a while to explain. -That's fine.
いいよ （悠里子）いいの？ （雄基）いいよ,-It's okay. -It's okay.
テラスハウス…,We were together just until...
が 始まる ちょっと前まで付き合ってて,-before Terrace House began. -Right.
（悠里子）今 研修医１年目の人 なんだけど,He's in his first year of residency.
やっぱ 研修医１年目って,The first year of residency is...
一番 忙しい時期で,the busiest period...
それで なかなか会えなくて,so we weren't able to see each other much.
私も医学部だし,"As I'm also in med school,"
事情を分かってあげないと いけないから,I have to be understanding of his situation.
分かってあげないと いけないんだけど,"I have to be understanding, however,"
自分の気持ちの都合で 我慢できなくて,I just... couldn't deal with it in respect to how I felt.
まあ 会いたいよな （悠里子）うん,-Of course you want to see each other. -Yes.
何か 全部 正直に言ったの,"I was totally upfront and told him,"
“会えないのも つらいし”,"""It's tough not seeing you,"
“それで テラスハウスに住むっていう”,and I also have this opportunity to grow
“自分が成長できるチャンスが 巡ってきたんだよね”って,"and I also have this opportunity to grow by being on Terrace House."""
それで彼氏は その時に,"So with that, he said,"
“俺も 今 一番 大事な時期だし”,"""Well I, too, am in the most important period of my life."
“会えない時に ちゃんと我慢してくれるのを”,I know you put up with a lot
“俺は知ってるし”,"because of my schedule, and I'm grateful."
“後悔しない結果になると 思うから”,And I think the outcome will be something you won't regret.
“頑張ってほしい”って言われて,"I want you to do your best."""
大丈夫？,It's okay.
すごい話し合って別れたのね,We talked a whole lot when we broke up.
何て言えばいいか… （雄基）間違ってないと思うよ,"-So, that was it. How can I put it-- -I don't think you made a bad decision."
決めたことが 一番いいと思うからさ,I think what's important is that you made a decision about it. Yes.
（雄基）まあ,Well.
（悠里子）ごめん,Sorry.
泣かせちゃった 違うの 雄基に何か…,"-I made you cry. -Yuki, it's like..."
雄基に何か 話せちゃうんだよね,"I just open up so easily to you, Yuki."
いや 話せてよかったの 本当に,"I mean, I'm glad I talked about it."
いや 本当 話せてよかった （雄基）いい日？,-I'm really glad I talked about it. -Is this a good day?
いい日 （雄基）いい日？ いい日だね,-It's a good day. -It's a good day. Today is a good day.
結構 今日 楽しみにしてたんだよ,I was really looking forward to this.
私も,Me too.
（雄基）ありがとうございます！,Thank you!
これは定期的に行こうね,Let's do this
行こうね,"-on a regular basis. -Yes, let's."
（一同）ほおー！,I see.
（徳井）きましたね だいぶ 今のＶは,We see a big development there.
これ ちょっと意見が いろいろあると思うんですけど,I think we have mixed opinions about this.
（徳井）はい （YOU）自分だったら,"-Right. -If this was me,"
“好きだったけど”,and if I was in a situation where
“大事なことがあって 別れちゃったんだよね”,I liked a person but had to break up...
っていう話を,and then I told this to someone...
まだ好きだったら 泣いちゃう可能性あるんですけど,"there's a chance that I would cry, if I still liked that person."
何の涙なんやろな （山里）でも かなり,I wonder what her tears meant.
つらい別れでは あったっぽいですよね 話 聞くところによると,"But from the sound of it, it was a hard breakup either way."
“私は会いたいけど 向こうは仕事で会えない”,"Where she wants to see him, but he can't because he's busy."
っていう その差で,"Where she wants to see him, but he can't because he's busy. She couldn't take the gap so they broke up."
どうしても耐えられないから 別れちゃった,She couldn't take the gap so they broke up.
向こうは向こうで,And her boyfriend also
“それを分かってくれるんなら しょうがない 別れよう”って 別れてるんでしょ？,agreed to do so.
（馬場園） すごい肩 持ちますね,You're really supportive of her.
だって あの子ね 飲む前にヘパリーゼ持ってきてる,"Look, she brought Hepalyse before going drinking."
（YOU）あー そこでもう 山ちゃんが すごい勢いで “俺 好き！”言うて,"Yamachan was all intense, like, ""I like her!"""
（馬場園）ねっ 急に,All of a sudden.
俺 好き あいつ いいヤツ,"Like, ""I like her! She's a good person."""
（徳井）基本的には あれは 男やられるな,"In general, any guy will be impressed by that."
（山里）やられますよね （馬場園）ヘパリーゼ？,"-Yeah, totally done in. -Hepalyse?"
あのね しかもね,"You see, on top of that,"
悠里子ちゃんだから なせる業やけど,it just so happens that Yuriko
すごい背 低いやん？,-is so short. -Yes.
だから “はい！”って言って その…,"So, this gesture is like, ""Here."""
こう… こうなのよ,"Like this, to the guy next to her,"
男に対して こう 行けんのよ,"Like this, to the guy next to her, -she can pause like this. -We get it."
（YOU）分かるよ,-she can pause like this. -We get it.
だから ちっちゃい子ってズルいねって,"In short, we always think"
いつも思うんですけど （ﾄﾘﾝﾄﾞﾙ）いいなって,-that short people are cheating. -I envy them.
上目遣いが 一番かわいいに 決まってるじゃないですか,Someone looking up from below you -is perceived as the cutest. -True.
（徳井）だから あの子は ヘパリーゼのポテンシャルを,"-I see. -Right, so that girl is really making the best use of Hepalyse."
最大限に引き出してんの,making the best use of Hepalyse.
“はい！”っていうのは,"Like, ""Here."""
（山里） でも最後のひと言で 私,"One thing though, that last part there,"
今 僕も心の中に 引っかかるものあるんですよ,there's something that makes me suspicious.
“あれ？ この人 ひょっとしたら ヤベえんじゃないかな？”ってのは どうした？,-I think she might be dangerous. -Why is that?
“雄基だったら 何でも しゃべれちゃうんだよね”っていう,"She said to Yuki, ""I can talk about anything to you."""
（徳井）うん 言ってたね （山里）あの…,"Yes, she did."
何て言うんですかね ディフェンス引く感じ？ あの…,It's a little like she's putting up her defenses or something.
“別に付き合うとかじゃないぞ”と,"Like, ""We are not moving towards a relationship."""
“友達ゾーンに入りましたよ” っていう あの 変なディフェンスの引き方 してるんじゃないかなと,"As if she is indirectly maneuvering, like, ""We are in a friendship zone."""
私 思っちゃうんです （YOU）そういう考え方？,"As if she is indirectly maneuvering, like, ""We are in a friendship zone."" -Oh, so that's how you think of that. -I see."
（YOU）ひねくれてるね （山里）いや だって その…,"That's twisted. Well, I--"
そういうふうに考えちゃうから ダメなのに,You tend to think that way.
ちょっと待ちなさいよ,Wait a second.
あなた 私の 何 知ってるって言うんだよ！,What do you know about me?
（山里）ダメ前提で （馬場園）“ダメなのに”,"-Judging me as some good-for-nothing man. -Well, you are."
（YOU）だから 傷つくのがイヤだから そう考えるんだよね,"That is, you don't want to get hurt, so that's why you think like that."
（徳井）ディフェンスになってんのは お前なんだよ,-What? -It's you who is putting up your defenses.
（YOU）歩君に聞いてみ？ （山里）歩君 あんなさ…,"Ask Ayumu there. Okay, so with that--"
“歩君だから 何でも話せちゃうんだよね”,"""Because it's you, Ayumu, I can talk about anything."""
言われたらさ どう思う？,"If she said that, what would you think? It's like you just got passed over."
